1302,College Classroom
1303,High School
1304,Soup Place
1305,Mall
1306,Burger Joint
1307,Korean Restaurant
1308,School
1309,Neighborhood
1310,Train
1311,Italian Restaurant
1312,Restaurant
1313,Sushi Restaurant
1314,Pool
1315,Housing Development
1316,Grocery Store
1317,Department Store
1318,Chinese Restaurant
1319,College Academic Building
1320,Restaurant
1321,Seafood Restaurant
1322,Pool Hall
1323,Food Court
1324,Light Rail
1325,Coffee Shop
1326,Coffee Shop
1327,Food Court
1328,Burger Joint
1329,Multiplex
1330,cafe
1331,Italian Restaurant
1332,American Restaurant
1333,Italian Restaurant
1334,Sushi Restaurant
1335,Office
1336,Coffee Shop
1337,Arts & Crafts Store
1338,Post Office
1339,Bar
1340,Chinese Restaurant
1341,Food Court
1342,Playground
1343,Home (private)
1344,Food Court
1345,College Classroom
1346,Grocery Store
1347,Bus Station
1348,Bar
1349,College Engineering Building
1350,Food Court
1351,Bank
1352,Coffee Shop
1353,High School
1354,Steakhouse
1355,College Classroom
1356,Korean Restaurant
1357,Spa / Massage
1358,Sandwich Place
1359,Residential Building (Apartment / Condo)
1360,Food
1361,College Classroom
1362,Building
1363,cafe
1364,Office
1365,Fast Food Restaurant
1366,High School
1367,Office
1368,General College & University
1369,College Cafeteria
1370,Mall
1371,Housing Development
1372,Bus Line
1373,General College & University
1374,Food Court
1375,Chinese Restaurant
1376,Women's Store
1377,Residential Building (Apartment / Condo)
1378,Thai Restaurant
1379,Steakhouse
1380,Italian Restaurant
1381,Coffee Shop
1382,Grocery Store
1383,College Technology Building
1384,Bar
1385,Assisted Living
1386,General Entertainment
1387,College Academic Building
1388,Restaurant
1389,Chinese Restaurant
1390,Hotel
1391,College Auditorium
1392,Asian Restaurant
1393,Building
1394,Ice Cream Shop
1395,University
1396,cafe
1397,Korean Restaurant
1398,College Gym
1399,Mall
1400,Coffee Shop
1401,Food Court
1402,Bookstore
1403,Church
1404,Drugstore / Pharmacy
1405,Home (private)
1406,Bus Line
1407,Ramen / Noodle House
1408,Sushi Restaurant
1409,Office
1410,Coffee Shop
1411,French Restaurant
1412,Home (private)
1413,Seafood Restaurant
1414,College Gym
1415,Office
1416,Chinese Restaurant
1417,Hotel
1418,Boutique
1419,Fried Chicken Joint
1420,Japanese Restaurant
1421,Martial Arts Dojo
1422,College Administrative Building
1423,Convenience Store
1424,Mall
1425,Chinese Restaurant
1426,Spiritual Center
1427,Building
1428,Residential Building (Apartment / Condo)
1429,Fish Market
1430,Home (private)
1431,Grocery Store
1432,Cafeteria
1433,Coworking Space
1434,Park
1435,Indian Restaurant
1436,Home (private)
1437,Performing Arts Venue
1438,Hospital
1439,Airport Gate
1440,Doctor's Office
1441,-1
1442,Residential Building (Apartment / Condo)
1443,cafe
1444,Coffee Shop
1445,Chinese Restaurant
1446,Coffee Shop
1447,Korean Restaurant
1448,Burger Joint
1449,Home (private)
1450,Miscellaneous Shop
1451,Home (private)
1452,Mall
1453,Office
1454,College Library
1455,Medical Center
1456,College Classroom
1457,College Cafeteria
1458,Assisted Living
1459,Home (private)
1460,Office
1461,Bank
1462,Hospital
1463,Movie Theater
1464,Japanese Restaurant
1465,Coffee Shop
1466,Other Nightlife
1467,Food Court
1468,College Academic Building
