2723,Airport Gate,7
2724,Assisted Living,8
2725,-1,-1
2726,Housing Development,8
2727,Indian Restaurant,2
2728,Residential Building (Apartment / Condo),8
2729,Home (private),8
2730,Residential Building (Apartment / Condo),8
2731,Home (private),8
2732,Chinese Restaurant,2
2733,Grocery Store,6
2734,Burger Joint,2
2735,Home (private),8
2736,-1,-1
2737,Convenience Store,6
2738,Home (private),8
2739,Bus Line,7
2740,Residential Building (Apartment / Condo),8
2741,Home (private),8
2742,Other Nightlife,4
2743,Fast Food Restaurant,2
2744,Residential Building (Apartment / Condo),8
2745,Temple,3
2746,-1,-1
2747,Convenience Store,6
2748,Home (private),8
2749,-1,-1
2750,Coffee Shop,2
2751,Road,7
2752,Fast Food Restaurant,2
2753,Housing Development,8
2754,Mall,6
2755,-1,-1
2756,Coffee Shop,2
2757,Nightclub,4
2758,Bus Line,7
2759,Food Court,6
2760,Boutique,6
2761,Chinese Restaurant,2
2762,Grocery Store,6
2763,Hotel,7
2764,Home (private),8
2765,Residential Building (Apartment / Condo),8
2766,Hotel,7
2767,Lake,5
2768,Housing Development,8
2769,Home (private),8
2770,Housing Development,8
2771,Nightclub,4
2772,General Entertainment,0
2773,Pub,4
2774,Gaming Cafe,6
2775,General Entertainment,0
2776,Pub,4
2777,Bar,4
2778,Housing Development,8
2779,Fast Food Restaurant,2
2780,Plane,7
2781,BBQ Joint,2
2782,Building,8
2783,Airport Gate,7
2784,Indian Restaurant,2
2785,Food Court,6
2786,Home (private),8
2787,Home (private),8
2788,Gaming Cafe,6
2789,Home (private),8
2790,Residential Building (Apartment / Condo),8
2791,Home (private),8
2792,Subway,7
2793,Nightclub,4
2794,School,3
2795,Indian Restaurant,2
2796,cafe,2
2797,Hotel,7
2798,Airport Terminal,7
2799,-1,-1
2800,High School,3
2801,High School,3
2802,Fast Food Restaurant,2
2803,Residential Building (Apartment / Condo),8
2804,Home (private),8
2805,Pub,4
2806,Home (private),8
2807,Airport Gate,7
2808,Parking,3
2809,Karaoke Bar,4
2810,Home (private),8
2811,Indian Restaurant,2
2812,Hotel,7
2813,Event Space,3
2814,Airport Terminal,7
2815,Airport Lounge,7
2816,School,3
2817,General Entertainment,0
2818,Home (private),8
2819,Home (private),8
2820,Nightlife Spot,4
2821,Park,5
2822,Building,8
2823,Other Great Outdoors,5
2824,Bus Station,7
2825,Park,5
2826,High School,3
2827,High School,3
2828,Residential Building (Apartment / Condo),8
2829,Parking,3
2830,General Entertainment,0
2831,Bakery,2
2832,Bakery,2
2833,-1,-1
2834,Coffee Shop,2
2835,Government Building,3
2836,Plane,7
2837,Nightclub,4
2838,Residential Building (Apartment / Condo),8
2839,cafe,2
2840,-1,-1
2841,Residential Building (Apartment / Condo),8
2842,Home (private),8
2843,Home (private),8
2844,Residential Building (Apartment / Condo),8
2845,Historic Site,0
2846,Bus Line,7
2847,Chinese Restaurant,2
2848,General College & University,1
2849,Bakery,2
2850,Gym / Fitness Center,6
2851,Bakery,2
2852,Coffee Shop,2
2853,Home (private),8
2854,School,3
2855,College Cafeteria,1
2856,Bus Station,7
2857,Coffee Shop,2
2858,Neighborhood,5
2859,Residential Building (Apartment / Condo),8
2860,Grocery Store,6
2861,Department Store,6
2862,College Academic Building,1
2863,Asian Restaurant,2
2864,School,3
2865,Fast Food Restaurant,2
2866,Office,3
2867,cafe,2
2868,College Classroom,1
2869,Train Station,7
2870,Airport Gate,7
2871,Multiplex,0
2872,Home (private),8
2873,Fire Station,3
2874,Women's Store,6
2875,Doctor's Office,3
2876,Food Court,6
2877,Korean Restaurant,2
2878,Military Base,3
2879,Karaoke Bar,4
2880,Coffee Shop,2
2881,Home (private),8
2882,Pub,4
2883,Police Station,3
2884,Fire Station,3
2885,College Classroom,1
2886,High School,3
2887,Nightclub,4
2888,Neighborhood,5
2889,College Classroom,1
2890,Bakery,2
2891,Fire Station,3
2892,Mall,6
2893,Building,8
2894,Radio Station,3
2895,Bakery,2
2896,Residential Building (Apartment / Condo),8
2897,Grocery Store,6
2898,Building,8
2899,Salon / Barbershop,6
2900,Bus Line,7
2901,Burger Joint,2
2902,Lounge,4
2903,Malaysian Restaurant,2
2904,-1,-1
2905,College Auditorium,1
2906,Airport Gate,7
2907,General Travel,7
2908,Rest Area,7
2909,Bus Station,7
2910,Doctor's Office,3
2911,Zoo,0
2912,Water Park,0
2913,American Restaurant,2
2914,Bakery,2
2915,Scenic Lookout,5
2916,Housing Development,8
2917,Nightclub,4
2918,Residential Building (Apartment / Condo),8
2919,Airport Lounge,7
2920,Nightclub,4
2921,Park,5
2922,Home (private),8
2923,Bus Station,7
2924,Fast Food Restaurant,2
2925,cafe,2
2926,Coffee Shop,2
2927,Water Park,0
2928,Food Court,6
2929,Nightclub,4
2930,Hotel,7
2931,Building,8
2932,Bus Line,7
2933,School,3
2934,Home (private),8
2935,Coffee Shop,2
2936,Park,5
2937,Residential Building (Apartment / Condo),8
2938,Home (private),8
2939,College Academic Building,1
2940,Building,8
2941,Home (private),8
2942,Sandwich Place,2
2943,High School,3
2944,Office,3
2945,Building,8
2946,Government Building,3
2947,Coffee Shop,2
2948,Coffee Shop,2
2949,Dentist's Office,3
2950,Asian Restaurant,2
2951,Garden,6
2952,Subway,7
2953,Bus Station,7
2954,High School,3
2955,Historic Site,0
2956,Office,3
2957,Nightclub,4
2958,Other Great Outdoors,5
2959,Mall,6
2960,Residential Building (Apartment / Condo),8
2961,Gym,6
2962,Thai Restaurant,2
2963,Office,3
2964,Park,5
2965,Grocery Store,6
2966,Military Base,3
2967,Nightclub,4
2968,Library,3
2969,Bus Station,7
2970,Other Great Outdoors,5
2971,College Cafeteria,1
2972,College Library,1
2973,Restaurant,2
2974,Plaza,5
2975,Medical Center,3
2976,High School,3
2977,Elementary School,3
2978,High School,3
2979,Burger Joint,2
2980,-1,-1
2981,Coffee Shop,2
2982,Light Rail,7
2983,Japanese Restaurant,2
2984,Pier,7
2985,Salon / Barbershop,6
2986,Neighborhood,5
2987,Bus Line,7
2988,Burger Joint,2
2989,Theme Park,0
2990,Hospital,3
2991,Gym / Fitness Center,6
2992,Government Building,3
2993,Fast Food Restaurant,2
2994,Ice Cream Shop,2
2995,High School,3
2996,College Classroom,1
2997,-1,-1
2998,Historic Site,0
2999,Fried Chicken Joint,2
3000,Breakfast Spot,2
3001,Spa / Massage,6
3002,College Academic Building,1
3003,Medical Center,3
3004,Karaoke Bar,4
3005,Fast Food Restaurant,2
3006,Residential Building (Apartment / Condo),8
3007,Beach,5
3008,Karaoke Bar,4
3009,Multiplex,0
3010,Coffee Shop,2
3011,Medical Center,3
3012,Bus Station,7
3013,Thai Restaurant,2
3014,Residential Building (Apartment / Condo),8
3015,Subway,7
3016,Bakery,2
3017,Home (private),8
3018,Medical Center,3
3019,-1,-1
3020,High School,3
3021,Bakery,2
3022,Bakery,2
3023,Food Court,6
3024,High School,3
3025,Residential Building (Apartment / Condo),8
3026,Gaming Cafe,6
3027,Government Building,3
3028,Elementary School,3
3029,Dessert Shop,2
3030,Housing Development,8
3031,Parking,3
3032,Diner,2
3033,Convention Center,3
3034,Fried Chicken Joint,2
3035,Bakery,2
3036,Fast Food Restaurant,2
3037,Grocery Store,6
3038,College Auditorium,1
3039,Taco Place,2
3040,Coffee Shop,2
3041,Home (private),8
3042,School,3
3043,Residential Building (Apartment / Condo),8
3044,Fried Chicken Joint,2
3045,Food Court,6
3046,Japanese Restaurant,2
3047,Zoo,0
3048,Event Space,3
3049,Office,3
3050,Garden,6
3051,General Travel,7
3052,Bakery,2
3053,Student Center,1
3054,School,3
3055,Indian Restaurant,2
3056,Pizza Place,2
3057,Italian Restaurant,2
3058,Bus Station,7
3059,Hotel,7
3060,-1,-1
3061,Electronics Store,6
3062,Fried Chicken Joint,2
3063,Arcade,0
3064,School,3
3065,Bus Line,7
3066,Neighborhood,5
3067,Building,8
3068,Office,3
3069,Temple,3
3070,Food Court,6
3071,Hotel,7
3072,Asian Restaurant,2
3073,Doctor's Office,3
3074,Museum,0
3075,College Theater,1
3076,Coffee Shop,2
3077,Garden,6
3078,Office,3
3079,Grocery Store,6
3080,University,1
3081,Food Court,6
3082,Gas Station / Garage,6
3083,-1,-1
3084,Bakery,2
3085,Housing Development,8
3086,Pizza Place,2
3087,Juice Bar,2
3088,cafe,2
3089,Building,8
3090,Coffee Shop,2
3091,Residential Building (Apartment / Condo),8
3092,Hostel,7
3093,Multiplex,0
3094,Government Building,3
3095,Cemetery,5
3096,Home (private),8
3097,Scenic Lookout,5
3098,American Restaurant,2
3099,High School,3
3100,cafe,2
3101,Cupcake Shop,2
3102,Residential Building (Apartment / Condo),8
3103,Home (private),8
3104,Food Court,6
3105,High School,3
3106,Train Station,7
3107,College Academic Building,1
3108,Hostel,7
3109,Italian Restaurant,2
3110,Hotel,7
3111,Bus Line,7
3112,Residential Building (Apartment / Condo),8
3113,Food Court,6
3114,Airport Gate,7
3115,Medical Center,3
3116,Fast Food Restaurant,2
3117,-1,-1
3118,College Science Building,1
3119,General Travel,7
3120,Indian Restaurant,2
3121,High School,3
3122,Mall,6
3123,Medical Center,3
3124,Sandwich Place,2
3125,Gift Shop,6
3126,Convenience Store,6
3127,Grocery Store,6
3128,cafe,2
3129,Bar,4
3130,High School,3
3131,Fast Food Restaurant,2
3132,Car Dealership,6
3133,Coffee Shop,2
3134,Home (private),8
3135,Seafood Restaurant,2
3136,Bakery,2
3137,Japanese Restaurant,2
3138,Home (private),8
3139,Harbor / Marina,5
3140,cafe,2
3141,Japanese Restaurant,2
3142,Medical Center,3
3143,Fried Chicken Joint,2
3144,Pizza Place,2
3145,cafe,2
3146,Boutique,6
3147,Subway,7
3148,Indian Restaurant,2
3149,Mosque,3
3150,Residential Building (Apartment / Condo),8
3151,Residential Building (Apartment / Condo),8
3152,Playground,5
3153,Seafood Restaurant,2
3154,Diner,2
3155,Bakery,2
3156,Temple,3
3157,cafe,2
3158,Residential Building (Apartment / Condo),8
3159,Tourist Information Center,7
3160,cafe,2
3161,High School,3
3162,Ramen / Noodle House,2
3163,Building,8
3164,Italian Restaurant,2
3165,Restaurant,2
3166,Mall,6
3167,Building,8
3168,Harbor / Marina,5
3169,Other Great Outdoors,5
3170,College Residence Hall,1
3171,Building,8
3172,Trade School,1
3173,Government Building,3
3174,Bowling Alley,0
3175,Pizza Place,2
3176,Pizza Place,2
3177,Office,3
3178,Japanese Restaurant,2
3179,cafe,2
3180,Japanese Restaurant,2
3181,Bus Line,7
3182,Restaurant,2
3183,Asian Restaurant,2
3184,Housing Development,8
3185,Ice Cream Shop,2
3186,Mall,6
3187,Bus Line,7
3188,Fast Food Restaurant,2
3189,Seafood Restaurant,2
3190,Burger Joint,2
3191,Japanese Restaurant,2
3192,Home (private),8
3193,cafe,2
3194,Home (private),8
3195,Japanese Restaurant,2
3196,Hospital,3
3197,College Auditorium,1
3198,-1,-1
3199,College Arts Building,1
3200,Cafeteria,3
3201,Medical Center,3
3202,Doctor's Office,3
3203,Shoe Store,6
3204,Fast Food Restaurant,2
3205,Cocktail Bar,4
3206,Building,8
3207,Bank,6
3208,Airport Gate,7
3209,Coffee Shop,2
3210,Korean Restaurant,2
3211,Residential Building (Apartment / Condo),8
3212,Parking,3
3213,Restaurant,2
3214,Dim Sum Restaurant,2
3215,Grocery Store,6
3216,Middle Eastern Restaurant,2
3217,Candy Store,6
3218,Temple,3
3219,Medical Center,3
3220,Office,3
3221,Automotive Shop,6
3222,Sandwich Place,2
3223,Ramen / Noodle House,2
3224,Government Building,3
3225,Asian Restaurant,2
3226,-1,-1
3227,Residential Building (Apartment / Condo),8
3228,Sandwich Place,2
3229,Electronics Store,6
3230,cafe,2
3231,Gym,6
3232,Spa / Massage,6
3233,Residential Building (Apartment / Condo),8
3234,Coffee Shop,2
3235,Rock Club,5
3236,Home (private),8
3237,Korean Restaurant,2
3238,Japanese Restaurant,2
3239,Home (private),8
3240,University,1
3241,Home (private),8
3242,Building,8
3243,Pier,7
3244,Coffee Shop,2
3245,-1,-1
3246,Cemetery,5
3247,Spa / Massage,6
3248,Military Base,3
3249,Other Great Outdoors,5
3250,Doctor's Office,3
3251,cafe,2
3252,Chinese Restaurant,2
3253,Mall,6
3254,Fried Chicken Joint,2
3255,Military Base,3
3256,Turkish Restaurant,2
3257,Hotel,7
3258,Candy Store,6
3259,Home (private),8
3260,College Cafeteria,1
3261,Sushi Restaurant,2
3262,Portuguese Restaurant,2
3263,Mall,6
3264,Vegetarian / Vegan Restaurant,2
3265,Residential Building (Apartment / Condo),8
3266,Fried Chicken Joint,2
3267,Chinese Restaurant,2
3268,School,3
3269,Ramen / Noodle House,2
3270,Italian Restaurant,2
3271,Neighborhood,5
3272,Italian Restaurant,2
3273,Asian Restaurant,2
3274,cafe,2
3275,Theme Park,0
3276,Chinese Restaurant,2
3277,Elementary School,3
3278,Neighborhood,5
3279,Steakhouse,2
3280,Home (private),8
3281,Art Museum,0
3282,Tattoo Parlor,6
3283,Garden,6
3284,Hotel,7
3285,Pier,7
3286,Art Museum,0
3287,German Restaurant,2
3288,Bus Station,7
3289,Island,5
3290,Mall,6
3291,Other Great Outdoors,5
3292,Residential Building (Apartment / Condo),8
3293,Gym,6
3294,Home (private),8
3295,Coffee Shop,2
3296,Fast Food Restaurant,2
3297,Burger Joint,2
3298,Elementary School,3
3299,Bus Station,7
3300,Seafood Restaurant,2
3301,Resort,7
3302,Hostel,7
3303,cafe,2
3304,Japanese Restaurant,2
3305,Coffee Shop,2
3306,Residential Building (Apartment / Condo),8
3307,Residential Building (Apartment / Condo),8
3308,Clothing Store,6
3309,Hotel,7
3310,Ramen / Noodle House,2
3311,Moving Target,7
3312,Hotel,7
3313,Coffee Shop,2
3314,Hotel,7
3315,Bike Shop,6
3316,Subway,7
3317,Grocery Store,6
3318,Temple,3
3319,Sushi Restaurant,2
3320,Road,7
3321,Mexican Restaurant,2
3322,Tea Room,2
3323,Temple,3
3324,-1,-1
3325,cafe,2
3326,American Restaurant,2
3327,Boat or Ferry,7
3328,Medical Center,3
3329,-1,-1
3330,Gym,6
3331,Other Great Outdoors,5
3332,Hostel,7
3333,Garden,6
3334,Coffee Shop,2
3335,-1,-1
3336,Hotel,7
3337,Burger Joint,2
3338,Japanese Restaurant,2
3339,Fast Food Restaurant,2
3340,Hotel,7
3341,Italian Restaurant,2
3342,Residential Building (Apartment / Condo),8
3343,Home (private),8
3344,cafe,2
3345,Temple,3
3346,Japanese Restaurant,2
3347,High School,3
3348,cafe,2
3349,Chinese Restaurant,2
3350,Chinese Restaurant,2
3351,cafe,2
3352,Tea Room,2
3353,Chinese Restaurant,2
3354,Fried Chicken Joint,2
3355,Office,3
3356,Indonesian Restaurant,2
3357,Neighborhood,5
3358,Home (private),8
3359,Indian Restaurant,2
3360,-1,-1
3361,Gym / Fitness Center,6
3362,Bus Station,7
3363,cafe,2
3364,Department Store,6
3365,Coffee Shop,2
3366,Home (private),8
3367,Coffee Shop,2
3368,Japanese Restaurant,2
3369,Pizza Place,2
3370,Mall,6
3371,Building,8
3372,Donut Shop,2
3373,Airport,7
3374,Pier,7
3375,Building,8
3376,Grocery Store,6
3377,Home (private),8
3378,Gym,6
3379,Filipino Restaurant,2
3380,Chinese Restaurant,2
3381,Middle Eastern Restaurant,2
3382,Italian Restaurant,2
3383,Water Park,0
3384,Coffee Shop,2
3385,Chinese Restaurant,2
3386,Salon / Barbershop,6
3387,Salad Place,2
3388,Thai Restaurant,2
3389,Zoo,0
3390,Steakhouse,2
3391,Housing Development,8
3392,Food Court,6
3393,Japanese Restaurant,2
3394,Italian Restaurant,2
3395,Parking,3
3396,Residential Building (Apartment / Condo),8
3397,Subway,7
3398,Italian Restaurant,2
3399,Japanese Restaurant,2
3400,Residential Building (Apartment / Condo),8
3401,Portuguese Restaurant,2
3402,Residential Building (Apartment / Condo),8
3403,Boutique,6
3404,Sporting Goods Shop,6
3405,Food Court,6
3406,Temple,3
3407,Pizza Place,2
3408,Roof Deck,7
3409,Gas Station / Garage,6
3410,Garden,6
3411,Chinese Restaurant,2
3412,Grocery Store,6
3413,Wine Bar,4
3414,Japanese Restaurant,2
3415,Chinese Restaurant,2
3416,Assisted Living,8
3417,Paper / Office Supplies Store,6
3418,Building,8
3419,-1,-1
3420,Salon / Barbershop,6
3421,Chinese Restaurant,2
3422,Japanese Restaurant,2
3423,Dessert Shop,2
3424,Home (private),8
3425,Pool,5
3426,Korean Restaurant,2
3427,Grocery Store,6
3428,Ice Cream Shop,2
3429,Home (private),8
3430,Coffee Shop,2
3431,Multiplex,0
3432,Event Space,3
3433,Moving Target,7
3434,Athletics & Sports,5
3435,Fast Food Restaurant,2
3436,Residential Building (Apartment / Condo),8
3437,Lake,5
3438,Gift Shop,6
3439,Housing Development,8
3440,Home (private),8
3441,Basketball Court,5
3442,Chinese Restaurant,2
3443,Road,7
3444,-1,-1
3445,Japanese Restaurant,2
3446,Fast Food Restaurant,2
3447,Taxi,7
3448,Garden,6
3449,Home (private),8
3450,Portuguese Restaurant,2
3451,Sandwich Place,2
3452,Home (private),8
3453,Asian Restaurant,2
3454,Golf Course,5
3455,Chinese Restaurant,2
3456,Residential Building (Apartment / Condo),8
3457,Chinese Restaurant,2
3458,Island,5
3459,cafe,2
3460,cafe,2
3461,Rest Area,7
3462,Hotel,7
3463,Home (private),8
3464,Residential Building (Apartment / Condo),8
3465,Airport Gate,7
3466,Beach,5
3467,Ramen / Noodle House,2
3468,Building,8
3469,Bus Station,7
3470,Park,5
3471,Miscellaneous Shop,6
3472,Women's Store,6
3473,Bakery,2
3474,Chinese Restaurant,2
3475,Clothing Store,6
3476,Chinese Restaurant,2
3477,Harbor / Marina,5
3478,Residential Building (Apartment / Condo),8
3479,Road,7
3480,Restaurant,2
3481,Salon / Barbershop,6
3482,Asian Restaurant,2
3483,Home (private),8
3484,Chinese Restaurant,2
3485,Chinese Restaurant,2
3486,Seafood Restaurant,2
3487,Fried Chicken Joint,2
3488,Home (private),8
3489,Temple,3
3490,Thai Restaurant,2
3491,-1,-1
3492,Home (private),8
3493,Home (private),8
3494,-1,-1
3495,Residential Building (Apartment / Condo),8
3496,Resort,7
3497,Coffee Shop,2
3498,College Lab,1
3499,Light Rail,7
3500,Asian Restaurant,2
3501,Department Store,6
3502,Coffee Shop,2
3503,Residential Building (Apartment / Condo),8
3504,Hospital,3
3505,Thai Restaurant,2
3506,Subway,7
3507,Chinese Restaurant,2
3508,Bakery,2
3509,Japanese Restaurant,2
3510,Home (private),8
3511,Fried Chicken Joint,2
3512,Island,5
3513,Building,8
3514,Resort,7
3515,Residential Building (Apartment / Condo),8
3516,Residential Building (Apartment / Condo),8
3517,Ice Cream Shop,2
3518,Chinese Restaurant,2
3519,Trail,5
3520,Emergency Room,3
3521,Sushi Restaurant,2
3522,Food Court,6
3523,Gym,6
3524,Skate Park,5
3525,Residential Building (Apartment / Condo),8
3526,Home (private),8
3527,Office,3
3528,Residential Building (Apartment / Condo),8
3529,Residential Building (Apartment / Condo),8
3530,Student Center,1
3531,Chinese Restaurant,2
3532,Event Space,3
3533,Cosmetics Shop,6
3534,Bus Station,7
3535,Ice Cream Shop,2
3536,Bus Line,7
3537,School,3
3538,Indonesian Restaurant,2
3539,Residential Building (Apartment / Condo),8
3540,Japanese Restaurant,2
3541,Residential Building (Apartment / Condo),8
3542,Hotel Pool,7
3543,Residential Building (Apartment / Condo),8
3544,cafe,2
3545,Multiplex,0
3546,Seafood Restaurant,2
3547,Dim Sum Restaurant,2
3548,Home (private),8
3549,Residential Building (Apartment / Condo),8
3550,Residential Building (Apartment / Condo),8
3551,Automotive Shop,6
3552,Asian Restaurant,2
3553,Tea Room,2
3554,-1,-1
3555,General Travel,7
3556,Home (private),8
3557,Mall,6
3558,Residential Building (Apartment / Condo),8
3559,cafe,2
3560,Home (private),8
3561,Residential Building (Apartment / Condo),8
3562,Residential Building (Apartment / Condo),8
3563,Coffee Shop,2
3564,High School,3
3565,Residential Building (Apartment / Condo),8
3566,Indian Restaurant,2
3567,Bookstore,6
3568,Chinese Restaurant,2
3569,Home (private),8
3570,Coffee Shop,2
3571,Home (private),8
3572,Student Center,1
3573,Bus Line,7
3574,Residential Building (Apartment / Condo),8
3575,Korean Restaurant,2
3576,Residential Building (Apartment / Condo),8
3577,Home (private),8
3578,Hotel,7
3579,Island,5
3580,Residential Building (Apartment / Condo),8
3581,Chinese Restaurant,2
3582,Home (private),8
3583,Boutique,6
3584,Chinese Restaurant,2
3585,Chinese Restaurant,2
3586,Residential Building (Apartment / Condo),8
3587,Building,8
3588,Residential Building (Apartment / Condo),8
3589,Home (private),8
3590,Residential Building (Apartment / Condo),8
3591,Thai Restaurant,2
3592,Thai Restaurant,2
3593,Chinese Restaurant,2
3594,Home (private),8
3595,Chinese Restaurant,2
3596,Boutique,6
3597,Gaming Cafe,6
3598,Residential Building (Apartment / Condo),8
3599,Home (private),8
3600,Chinese Restaurant,2
3601,-1,-1
3602,Building,8
3603,Coffee Shop,2
3604,Thai Restaurant,2
3605,Restaurant,2
3606,Seafood Restaurant,2
3607,Martial Arts Dojo,6
3608,Chinese Restaurant,2
3609,Lounge,4
3610,Mall,6
3611,Residential Building (Apartment / Condo),8
3612,Middle Eastern Restaurant,2
3613,Bridge,5
3614,Pizza Place,2
3615,Residential Building (Apartment / Condo),8
3616,Home (private),8
3617,Residential Building (Apartment / Condo),8
3618,Chinese Restaurant,2
3619,Home (private),8
3620,Home (private),8
3621,Hotel,7
3622,Thai Restaurant,2
3623,College Residence Hall,1
3624,Home (private),8
3625,Hotpot Restaurant,2
3626,Chinese Restaurant,2
3627,Chinese Restaurant,2
3628,Hotel,7
3629,Seafood Restaurant,2
3630,Thai Restaurant,2
3631,Dim Sum Restaurant,2
3632,Pub,4
3633,Residential Building (Apartment / Condo),8
3634,Chinese Restaurant,2
3635,Italian Restaurant,2
3636,-1,-1
3637,Clothing Store,6
3638,Ice Cream Shop,2
3639,Middle Eastern Restaurant,2
3640,Housing Development,8
3641,Chinese Restaurant,2
3642,Home (private),8
3643,Doctor's Office,3
3644,Residential Building (Apartment / Condo),8
3645,Bus Station,7
3646,Moving Target,7
3647,Residential Building (Apartment / Condo),8
3648,Housing Development,8
3649,Residential Building (Apartment / Condo),8
3650,-1,-1
3651,Assisted Living,8
3652,Home (private),8
3653,Music Venue,0
3654,Building,8
3655,Home (private),8
3656,Home (private),8
3657,Parking,3
3658,Event Space,3
3659,Seafood Restaurant,2
3660,Assisted Living,8
3661,Wine Bar,4
3662,Coffee Shop,2
3663,Residential Building (Apartment / Condo),8
3664,Coffee Shop,2
3665,-1,-1
3666,Multiplex,0
3667,Korean Restaurant,2
3668,Residential Building (Apartment / Condo),8
3669,Residential Building (Apartment / Condo),8
3670,Housing Development,8
3671,-1,-1
3672,Building,8
3673,Home (private),8
3674,Residential Building (Apartment / Condo),8
3675,Thai Restaurant,2
3676,Asian Restaurant,2
3677,Wings Joint,2
3678,Chinese Restaurant,2
3679,Japanese Restaurant,2
3680,Residential Building (Apartment / Condo),8
3681,Seafood Restaurant,2
3682,Residential Building (Apartment / Condo),8
3683,Residential Building (Apartment / Condo),8
3684,Sushi Restaurant,2
3685,Burger Joint,2
3686,Chinese Restaurant,2
3687,Residential Building (Apartment / Condo),8
3688,Home (private),8
3689,General Entertainment,0
3690,General Entertainment,0
3691,Chinese Restaurant,2
3692,Food Court,6
3693,Housing Development,8
3694,Coffee Shop,2
3695,Residential Building (Apartment / Condo),8
3696,Residential Building (Apartment / Condo),8
3697,Home (private),8
3698,Flea Market,6
3699,Park,5
3700,Home (private),8
3701,Park,5
3702,Residential Building (Apartment / Condo),8
3703,Food Court,6
3704,College Lab,1
3705,Home (private),8
3706,Residential Building (Apartment / Condo),8
3707,Park,5
3708,Home (private),8
3709,Chinese Restaurant,2
3710,Residential Building (Apartment / Condo),8
3711,Spiritual Center,3
3712,Bus Station,7
3713,Building,8
3714,Italian Restaurant,2
3715,Residential Building (Apartment / Condo),8
3716,Market,6
3717,Home (private),8
3718,Residential Building (Apartment / Condo),8
3719,Gas Station / Garage,6
3720,Residential Building (Apartment / Condo),8
3721,Gaming Cafe,6
3722,Subway,7
3723,Residential Building (Apartment / Condo),8
3724,Church,3
3725,Residential Building (Apartment / Condo),8
3726,Home (private),8
3727,Residential Building (Apartment / Condo),8
3728,Chinese Restaurant,2
3729,Gym,6
3730,Residential Building (Apartment / Condo),8
3731,Residential Building (Apartment / Condo),8
3732,-1,-1
3733,-1,-1
3734,Mosque,3
3735,-1,-1
3736,Diner,2
3737,-1,-1
3738,Residential Building (Apartment / Condo),8
3739,Chinese Restaurant,2
3740,Road,7
3741,Subway,7
3742,Restaurant,2
3743,Seafood Restaurant,2
3744,Hotel,7
3745,-1,-1
3746,Home (private),8
3747,Neighborhood,5
3748,Temple,3
3749,Harbor / Marina,5
3750,Home (private),8
3751,Temple,3
3752,Residential Building (Apartment / Condo),8
3753,Home (private),8
3754,Home (private),8
3755,Resort,7
3756,Asian Restaurant,2
3757,Home (private),8
3758,Home (private),8
3759,Japanese Restaurant,2
3760,-1,-1
3761,Housing Development,8
3762,Home (private),8
3763,Road,7
3764,Grocery Store,6
3765,Chinese Restaurant,2
3766,Gourmet Shop,6
3767,Scenic Lookout,5
3768,Residential Building (Apartment / Condo),8
3769,Residential Building (Apartment / Condo),8
3770,Residential Building (Apartment / Condo),8
3771,Pub,4
3772,Food Court,6
3773,Chinese Restaurant,2
3774,Residential Building (Apartment / Condo),8
3775,Residential Building (Apartment / Condo),8
3776,Beer Garden,4
3777,Coffee Shop,2
3778,Japanese Restaurant,2
3779,Chinese Restaurant,2
3780,American Restaurant,2
3781,Bus Station,7
3782,Assisted Living,8
3783,Zoo,0
3784,Home (private),8
3785,-1,-1
3786,Neighborhood,5
3787,Market,6
3788,Road,7
3789,Chinese Restaurant,2
3790,Japanese Restaurant,2
3791,Ice Cream Shop,2
3792,Building,8
3793,Residential Building (Apartment / Condo),8
3794,Strip Club,4
3795,Residential Building (Apartment / Condo),8
3796,Coffee Shop,2
3797,-1,-1
3798,Thai Restaurant,2
3799,Train Station,7
3800,Bus Station,7
3801,Bakery,2
3802,Japanese Restaurant,2
3803,Cocktail Bar,4
3804,Residential Building (Apartment / Condo),8
3805,Home (private),8
3806,-1,-1
3807,-1,-1
3808,Restaurant,2
3809,Home (private),8
3810,Golf Course,5
3811,-1,-1
3812,Restaurant,2
3813,Seafood Restaurant,2
3814,Pizza Place,2
3815,Residential Building (Apartment / Condo),8
3816,Restaurant,2
3817,Chinese Restaurant,2
3818,Home (private),8
3819,Residential Building (Apartment / Condo),8
3820,Flower Shop,6
3821,Home (private),8
3822,Residential Building (Apartment / Condo),8
3823,Hotel,7
3824,Residential Building (Apartment / Condo),8
3825,Mosque,3
3826,Chinese Restaurant,2
3827,Office,3
3828,Asian Restaurant,2
3829,Seafood Restaurant,2
3830,Chinese Restaurant,2
3831,Seafood Restaurant,2
3832,Chinese Restaurant,2
3833,Nightclub,4
3834,Dim Sum Restaurant,2
3835,Home (private),8
3836,Chinese Restaurant,2
3837,Road,7
3838,Housing Development,8
3839,-1,-1
3840,Steakhouse,2
3841,-1,-1
3842,Home (private),8
3843,Residential Building (Apartment / Condo),8
3844,Hotel,7
3845,Chinese Restaurant,2
3846,Asian Restaurant,2
3847,Residential Building (Apartment / Condo),8
3848,Residential Building (Apartment / Condo),8
3849,Train Station,7
3850,Home (private),8
3851,-1,-1
3852,Hotel,7
3853,Temple,3
3854,Chinese Restaurant,2
3855,-1,-1
3856,cafe,2
3857,-1,-1
3858,-1,-1
3859,Asian Restaurant,2
3860,Hotel,7
3861,General Entertainment,0
3862,Chinese Restaurant,2
3863,Lake,5
3864,Car Dealership,6
3865,Thai Restaurant,2
