X, Y, Int U, U, Ux, Uy, Int V, V, Vx, Vy, Interation, ZNCC, 
96, 166, 0, 0, -1.625, 0, 2, 2.0625, 0, -1.9375, -1072824320, 0.991835, 
106, 166, 0, 0, -2.03125, 0, 2, 1.96875, 0, -1.875, 0, 0.991295, 
116, 166, 0, 0, 1.8125, 0, 2, 1.90625, 0, -1.875, -1072693248, 0.990753, 
126, 166, 0, 0, 2.71875, 0, 2, -2.51563, 0, 1.9375, 0, 0.969819, 
136, 166, 0, 0, 0, 0, 1, 2.1875, 0, -1.875, -1073086464, 0.949952, 
146, 166, 0, 0, 1.625, 0, 1, -1.625, 0, 1.75, 0, 0.942796, 
156, 166, 0, 0, -1.8125, 0, 1, 2.1875, 0, -2.03125, -1073610752, 0.936889, 
166, 166, 0, 0, 0, 0, 2, 1.625, 0, -2.03125, 0, 0.955241, 
176, 166, 0, 0, 1.9375, 0, 2, 2.5, 0, -2.34375, -1074528256, 0.924927, 
186, 166, 0, 0, 2, 0, 2, -1.75, 0, 2.0625, 0, 0.924602, 
196, 166, 0, 0, -1.90625, 0, 2, -1.875, 0, 1.8125, -1076887552, 0.936398, 
206, 166, 0, 0, 1.875, 0, 2, -1.75, 0, -2.03125, 0, 0.955149, 
216, 166, 0, 0, 1.90625, 0, 1, -1.75, 0, 1.625, 1070596096, 0.943994, 
226, 166, 0, 0, 1.96875, 0, 1, -1.875, 0, 2.25, 0, 0.938446, 
26, 176, 0, 0, -2.125, 0, 1, 1.9375, 0, -1.75, 1072168960, 0.923468, 
36, 176, 0, 0, 1.875, 0, 2, -1.875, 0, 1.8125, 0, 0.955698, 
46, 176, 0, 0, -1.625, 0, 2, -1.75, 0, -1.90625, 1071644672, 0.980016, 
56, 176, 0, 0, -1.625, 0, 2, 1.75, 0, 1.75, 0, 0.991091, 
66, 176, 0, 0, 1.8125, 0, 2, 0, 0, -1.625, 1070596096, 0.993144, 
76, 176, 0, 0, 2, 0, 2, -1.9375, 0, 1.875, 0, 0.983512, 
86, 176, 0, 0, -1.75, 0, 2, 1.75, 0, -1.625, 1070596096, 0.983255, 
96, 176, 0, 0, 1.8125, 0, 2, -1.75, 0, -1.9375, 0, 0.96081, 
106, 176, 0, 0, -1.625, 0, 2, 1.90625, 0, -1.75, 0, 0.969338, 
116, 176, 0, 0, 1.875, 0, 2, 0, 0, -1.875, 0, 0.964186, 
126, 176, 0, 0, 1.75, 0, 1, 1.875, 0, -1.875, 0, 0.960074, 
136, 176, 0, 0, -1.75, 0, 1, 1.75, 0, 1.75, 0, 0.960702, 
146, 176, 0, 0, -1.625, 0, 1, -1.8125, 0, 1.75, 0, 0.950185, 
156, 176, 0, 0, -1.875, 0, 1, 1.8125, 0, 1.875, 0, 0.93757, 
166, 176, 0, 0, -1.8125, 0, 1, 1.75, 0, -1.75, 0, 0.926965, 
176, 176, 0, 0, -1.625, 0, 1, 1.625, 0, 0, 0, 0.911943, 
186, 176, 0, 0, -1.75, 0, 1, 1.875, 0, -1.75, 0, 0.924957, 
196, 176, 0, 0, 0, 0, 1, -1.625, 0, 1.75, 0, 0.918075, 
206, 176, 0, 0, -1.625, 0, 2, 0, 0, 1.75, 0, 0.949518, 
216, 176, 0, 0, -1.875, 0, 2, 1.75, 0, 0, 0, 0.946347, 
226, 176, 0, 0, -1.625, 0, 2, 1.75, 0, -1.625, 0, 0.974615, 
26, 186, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0.926741, 
36, 186, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0.954711, 
46, 186, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0.98914, 
56, 186, 0, 0, 0, 0, 2, 0, 0, 0, 1070596096, 0.980487, 
66, 186, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.93155, 
76, 186, 0, 0, 0, 0, 1, 3.02344, 0, -2.53125, 1070596096, 0.900758, 
86, 186, 0, 0, -1.9375, 0, 0, 1.9375, 0, 2.40625, 0, 0.908258, 
96, 186, 0, 0, -1.96875, 0, 0, 1.75, 0, -1.625, 1071644672, 0.903928, 
106, 186, 0, 0, 1.875, 0, 1, 1.75, 0, 1.625, 0, 0.903497, 
116, 186, 0, 0, -1.8125, 0, 1, -1.9375, 0, 1.625, 1072693248, 0.927875, 
126, 186, 0, 0, -1.625, 0, 1, 1.75, 0, 2.90625, 0, 0.952665, 
136, 186, 0, 0, -2.46875, 0, 1, 1.875, 0, 1.75, 1073217536, 0.950702, 
146, 186, 0, 0, 2.3125, 0, 2, -1.9375, 0, -1.75, 0, 0.976362, 
156, 186, 0, 0, 1.75, 0, 1, 1.875, 0, -1.90625, 1073479680, 0.951166, 
166, 186, 0, 0, -2.28125, 0, 2, 2.15625, 0, -1.875, 0, 0.947955, 
176, 186, 0, 0, 1.90625, 0, 2, 2.125, 0, -2.03125, 1073479680, 0.964587, 
186, 186, 0, 0, 2.8125, 0, 2, -2.25, 0, 1.875, 0, 0.972296, 
196, 186, 0, 0, 1.875, 0, 2, 2.1875, 0, -1.875, 1073217536, 0.974333, 
206, 186, 0, 0, 1.9375, 0, 2, -1.875, 0, -1.9375, 0, 0.971899, 
216, 186, 0, 0, -1.75, 0, 1, 2.35938, 0, -2.21875, 1071644672, 0.914523, 
226, 186, 0, 0, 1.875, 0, 2, 1.75, 0, -2.26563, 0, 0.917404, 
26, 196, 0, 0, 2.09375, 0, 2, 2.78125, 0, 1.875, -1075838976, 0.945401, 
36, 196, 0, 0, 2.25, 0, 2, -1.875, 0, 2.125, 0, 0.942654, 
46, 196, 0, 0, -1.875, 0, 2, -1.90625, 0, 1.8125, -1074266112, 0.928155, 
56, 196, 0, 0, 0, 0, 2, -1.625, 0, -2.3125, 0, 0.935879, 
66, 196, 0, 0, 2.15625, 0, 1, 0, 0, 1.625, -1074003968, 0.941089, 
76, 196, 0, 0, 2.21875, 0, 1, -2.0625, 0, 2.84375, 0, 0.938313, 
86, 196, 0, 0, 2.375, 0, 1, 2.0625, 0, -1.75, -1074003968, 0.938361, 
96, 196, 0, 0, 1.9375, 0, 1, -1.90625, 0, 1.75, 0, 0.928701, 
106, 196, 0, 0, -1.625, 0, 1, -2, 0, -1.75, -1074528256, 0.914113, 
116, 196, 0, 0, 2.26563, 0, 1, -2.09375, 0, 1.9375, 0, 0.92533, 
126, 196, 0, 0, 1.625, 0, 2, -2.15625, 0, 2, -1075314688, 0.959356, 
136, 196, 0, 0, 2.96875, 0, 2, 2.54688, 0, 2.1875, 0, 0.970392, 
146, 196, 0, 0, -2, 0, 2, 1.75, 0, -1.875, -1075838976, 0.967692, 
156, 196, 0, 0, 0, 0, 2, 0, 0, -1.875, 0, 0.963746, 
166, 196, 0, 0, -1.625, 0, 2, -2.0625, 0, 1.90625, -1076887552, 0.98119, 
176, 196, 0, 0, 1.75, 0, 2, -1.625, 0, 1.9375, 0, 0.997958, 
186, 196, 0, 0, -1.8125, 0, 2, 3.07031, 0, 2.57813, -1076887552, 0.998223, 
196, 196, 0, 0, 1.875, 0, 2, -1.9375, 0, -1.75, 0, 0.980649, 
206, 196, 0, 0, -1.875, 0, 2, -1.625, 0, 1.625, 0, 0.949845, 
216, 196, 0, 0, -2.0625, 0, 2, -1.9375, 0, -1.8125, 0, 0.945507, 
226, 196, 0, 0, 1.8125, 0, 2, 1.875, 0, 1.75, 1070596096, 0.940082, 
26, 206, 0, 0, 1.75, 0, 2, -1.75, 0, 3.14844, 0, 0.959915, 
36, 206, 0, 0, 2.5, 0, 2, -1.875, 0, -1.875, 1070596096, 0.968141, 
46, 206, 0, 0, -1.9375, 0, 2, -1.8125, 0, 1.75, 0, 0.967749, 
56, 206, 0, 0, -1.625, 0, 2, -2.25, 0, -1.8125, 0, 0.972755, 
66, 206, 0, 0, 2, 0, 1, -1.90625, 0, 1.9375, 0, 0.928977, 
76, 206, 0, 0, 0, 0, 1, -1.9375, 0, 1.875, 0, 0.857826, 
86, 206, 0, 0, 3.19531, 0, 0, 2.125, 0, -2.0625, 0, 0.847903, 
96, 206, 0, 0, -1.75, 0, 1, -2, 0, -1.75, 0, 0.865306, 
106, 206, 0, 0, -1.625, 0, 1, 1.625, 0, -2.25, 0, 0.906053, 
116, 206, 0, 0, -1.75, 0, 2, -2.0625, 0, 2, -1076887552, 0.953511, 
126, 206, 0, 0, 1.875, 0, 1, 0, 0, 1.96875, 0, 0.870622, 
136, 206, 0, 0, -1.90625, 0, 1, 3.19531, 0, -2.1875, -1076887552, 0.856304, 
146, 206, 0, 0, -2.34375, 0, 1, 2, 0, -2.0625, 0, 0.851181, 
156, 206, 0, 0, -1.625, 0, 2, 1.75, 0, -1.625, 0, 0.946304, 
166, 206, 0, 0, -2.3125, 0, 2, 1.75, 0, 2.28125, 0, 0.917496, 
176, 206, 0, 0, -2.125, 0, 0, 1.9375, 0, -1.625, 0, 0.904896, 
186, 206, -1, 0, -2.0625, 0, 0, 1.96875, 0, 3.14063, 0, 0.904318, 
196, 206, 0, 0, -2.51563, 0, 0, -2.0625, 0, 1.875, 0, 0.886473, 
206, 206, 0, 0, -2.0625, 0, 2, 0, 0, -1.625, 0, 0.928173, 
216, 206, 0, 0, 1.625, 0, 2, -2.125, 0, 1.75, 0, 0.973923, 
226, 206, 0, 0, -2.21875, 0, 2, 2.03125, 0, 1.75, 0, 0.970131, 
26, 216, 0, 0, 0, 0, 2, 2.0625, 0, -1.9375, 0, 0.96627, 
36, 216, 0, 0, 3.0625, 0, 2, -2.57813, 0, -2.125, 0, 0.961799, 
46, 216, 0, 0, 2.0625, 0, 2, -2.0625, 0, 1.625, 0, 0.963438, 
56, 216, 0, 0, 1.8125, 0, 1, -1.75, 0, -2.25, 0, 0.954769, 
66, 216, 0, 0, -1.625, 0, 1, 1.8125, 0, 0, 0, 0.902602, 
76, 216, 0, 0, 1.9375, 0, 1, 1.75, 0, -1.75, 0, 0.883035, 
86, 216, 0, 0, 0, 0, 1, 2.95313, 0, -2.53125, 0, 0.898964, 
96, 216, 0, 0, 1.875, 0, 1, 1.875, 0, -2, 0, 0.915125, 
106, 216, 0, 0, 1.625, 0, 2, -1.75, 0, 1.625, 1070596096, 0.987196, 
116, 216, 0, 0, -2.1875, 0, 2, 1.90625, 0, 2.03125, 0, 0.906461, 
126, 216, 0, 0, -1.9375, 0, 2, 1.9375, 0, -1.75, 1070596096, 0.904995, 
136, 216, 0, 0, -1.90625, 0, 1, 1.8125, 0, 2.84375, 0, 0.908261, 
146, 216, 0, 0, -2.25, 0, 2, 2, 0, 1.875, 1070596096, 0.967855, 
156, 216, 0, 0, -2, 0, 2, 0, 0, 1.875, 0, 0.961481, 
166, 216, 0, 0, -1.875, 0, 2, -1.9375, 0, 1.90625, 1071644672, 0.971169, 
176, 216, 0, 0, -1.875, 0, 1, 1.625, 0, 1.75, 0, 0.911025, 
186, 216, 0, 0, -1.8125, 0, 1, 0, 0, 1.625, 1070596096, 0.92345, 
196, 216, 0, 0, 2.82813, 0, 1, 2.125, 0, 2.25, 0, 0.945418, 
206, 216, 0, 0, 0, 0, 2, -2, 0, -1.875, -1076887552, 0.941567, 
216, 216, 0, 0, -2, 0, 1, 1.875, 0, -1.875, 0, 0.911004, 
226, 216, 0, 0, 0, 0, 1, -1.625, 0, -1.625, -1075838976, 0.895588, 
26, 226, 0, 0, 0, 0, 2, 0, 0, 1.8125, 0, 0.979406, 
36, 226, 0, 0, -1.625, 0, 2, 2.9375, 0, 2.59375, -1076887552, 0.974515, 
46, 226, 0, 0, 2.3125, 0, 2, -1.875, 0, -2.25, 0, 0.969857, 
56, 226, 0, 0, -2, 0, 2, 1.625, 0, -1.625, -1076887552, 0.984869, 
66, 226, 0, 0, -1.9375, 0, 2, -1.90625, 0, -2.0625, 0, 0.966567, 
76, 226, 0, 0, 1.96875, 0, 2, 1.75, 0, 1.8125, -1076887552, 0.973684, 
86, 226, 0, 0, 1.90625, 0, 2, -1.875, 0, 3.08594, 0, 0.956372, 
96, 226, 0, 0, 2.78125, 0, 2, 2.3125, 0, -2, -1076887552, 0.96657, 
106, 226, 0, 0, -2.375, 0, 2, -2.03125, 0, -1.75, 0, 0.932896, 
116, 226, 0, 0, 1.625, 0, 2, -2.1875, 0, -1.875, -1076887552, 0.938429, 
126, 226, 0, 0, 2.1875, 0, 1, -2.0625, 0, 1.9375, 0, 0.864391, 
136, 226, 0, 0, 1.625, 0, 1, -2.0625, 0, 1.96875, 0, 0.860951, 
146, 226, 0, 0, 3.25, 0, 1, 2.84375, 0, 2.25, 0, 0.863013, 
156, 226, 0, 0, -2.125, 0, 1, -2.51563, 0, -2.0625, -1076887552, 0.876746, 
166, 226, 0, 0, -1.75, 0, 1, 1.75, 0, -2.1875, 0, 0.931477, 
176, 226, 0, 0, -1.9375, 0, 1, -2.25, 0, 2.0625, -1076887552, 0.948997, 
186, 226, 0, 0, 1.875, 0, 1, 1.75, 0, 2.0625, 0, 0.956711, 
196, 226, 0, 0, -1.9375, 0, 2, 3.33984, 0, 2.82813, -1076887552, 0.969423, 
206, 226, 0, 0, 1.75, 0, 2, -2.0625, 0, -2.59375, 0, 0.968685, 
216, 226, 0, 0, -2, 0, 2, -1.625, 0, 1.8125, -1075314688, 0.955994, 
226, 226, 0, 0, -2.40625, 0, 2, -2, 0, 1.90625, 0, 0.966911, 
