15,1,1.29843,103.856
41,12,1.34962,103.75
106,16,1.35845,103.886
115,2,1.36168,103.887
128,2,1.28876,103.847
160,1,1.30413,103.832
167,1,1.29737,103.9
174,3,1.35128,103.872
185,3,1.30194,103.905
227,3,1.36996,103.957
228,8,1.33707,103.779
231,2,1.27633,103.835
234,2,1.3644,103.866
243,7,1.35349,103.834
267,1,1.29402,103.854
281,1,1.38064,103.849
302,1,1.29857,103.855
303,4,1.35374,103.834
316,54,1.38556,103.901
343,1,1.34915,103.703
367,1,1.35352,103.834
380,1,1.34223,103.693
411,51,1.35369,103.95
424,3,1.38481,103.743
439,4,1.3982,103.873
476,17,1.32399,103.852
500,1,1.3785,103.837
511,1,1.37451,103.887
527,10,1.35027,103.849
531,1,1.35196,103.954
535,1,1.30308,103.865
538,6,1.43661,103.787
543,6,1.29529,103.83
548,1,1.28512,103.845
552,3,1.30194,103.85
563,1,1.35202,103.954
567,9,1.35369,103.989
598,5,1.44022,103.801
613,2,1.43041,103.829
628,2,1.36121,103.991
647,5,1.35357,103.871
651,1,1.31206,103.877
675,2,1.38402,103.77
693,17,1.37921,103.764
767,2,1.35263,103.945
771,3,1.34586,103.713
928,1,1.36913,103.849
962,5,1.33458,103.962
1089,4,1.39359,103.913
1093,3,1.35053,103.725
1106,3,1.42831,103.838
1266,1,1.32464,103.851
1325,4,1.33888,103.706
1352,3,1.29304,103.853
1365,4,1.3321,103.913
1446,1,1.4168,103.834
1448,18,1.37375,103.887
1469,4,1.35391,103.96
1482,1,1.37024,103.958
1539,4,1.30661,103.829
1554,1,1.34985,103.933
1570,1,1.32456,103.932
1594,1,1.30205,103.877
1665,1,1.30239,103.836
1673,5,1.26487,103.82
1678,1,1.28645,103.844
1811,3,1.35565,103.986
1813,3,1.36286,103.99
1981,4,1.43688,103.786
2025,3,1.28612,103.827
2048,8,1.3519,103.944
2056,7,1.29967,103.845
2061,1,1.30102,103.836
2078,1,1.35437,103.944
2094,1,1.34927,103.934
2095,1,1.38541,103.898
2141,4,1.28258,103.86
2163,3,1.35102,103.849
2213,1,1.39559,103.748
2279,1,1.43681,103.787
2390,14,1.38569,103.745
2416,5,1.32566,103.93
2456,2,1.39302,103.917
2492,2,1.35345,103.943
2511,3,1.39619,103.873
2537,1,1.312,103.877
2601,1,1.37716,103.828
2616,1,1.31243,103.923
2636,3,1.34606,103.872
2658,5,1.29106,103.846
2676,3,1.33914,103.708
2743,3,1.29196,103.845
2750,2,1.31762,103.844
2752,8,1.37372,103.837
2779,7,1.34169,103.697
2781,7,1.30319,103.865
2784,7,1.44054,103.825
2795,2,1.29551,103.83
2802,4,1.30409,103.802
2811,1,1.43027,103.829
2852,9,1.36158,103.992
2880,2,1.42482,103.846
2924,10,1.31551,103.765
2981,1,1.35385,103.954
2993,4,1.34868,103.936
3005,3,1.37242,103.845
3010,3,1.42923,103.835
3016,1,1.31069,103.795
3036,8,1.4168,103.834
3057,1,1.26328,103.821
3098,2,1.3511,103.872
3116,1,1.2662,103.822
3124,1,1.35031,103.848
3131,8,1.31923,103.862
3148,1,1.32713,103.919
3209,1,1.3455,103.855
3296,11,1.42988,103.836
3348,1,1.30591,103.833
3398,1,1.28309,103.849
3435,8,1.36941,103.847
3460,1,1.37534,103.88
3497,3,1.30673,103.829
3511,1,1.33832,103.779
3570,20,1.31281,103.926
3756,3,1.35782,103.751
3921,6,1.35495,103.987
3931,1,1.28885,103.847
4013,1,1.29165,103.845
4057,2,1.39229,103.905
4081,5,1.32039,103.886
4122,1,1.30726,103.829
4140,1,1.32061,103.87
4159,2,1.31357,103.902
4175,5,1.2823,103.853
4191,6,1.30553,103.882
4193,1,1.2987,103.855
4213,5,1.3754,103.88
4218,4,1.27457,103.802
4225,3,1.35692,103.989
4231,2,1.34393,103.738
4241,7,1.39686,103.887
4251,1,1.345,103.735
4286,1,1.2931,103.768
4311,2,1.37533,103.88
4368,4,1.29761,103.763
4645,1,1.3568,103.989
4725,19,1.36906,103.849
4831,4,1.33287,103.868
4835,1,1.33305,103.741
4971,1,1.31109,103.827
5013,6,1.35458,103.988
5128,1,1.44592,103.798
5156,1,1.36065,103.991
5170,1,1.29,103.856
5181,1,1.39758,103.747
5185,1,1.35502,103.99
5239,3,1.34012,103.707
5240,2,1.37797,103.88
5300,3,1.36707,103.856
5308,1,1.30984,103.856
5311,1,1.38129,103.752
5342,6,1.35325,103.954
5383,2,1.30069,103.852
5401,1,1.2874,103.841
5433,3,1.30464,103.831
5444,2,1.37434,103.951
5478,6,1.37668,103.955
5508,1,1.38766,103.869
5577,2,1.37539,103.88
5622,1,1.43818,103.796
5682,1,1.43532,103.787
5786,1,1.36089,103.991
5891,22,1.35996,103.953
6012,1,1.37483,103.886
6101,1,1.38584,103.901
6121,4,1.36098,103.99
6155,3,1.43034,103.775
6159,1,1.31009,103.852
6183,2,1.37848,103.943
6246,1,1.36117,103.953
6252,2,1.4485,103.82
6255,2,1.35466,103.988
6309,1,1.30486,103.823
6336,1,1.36098,103.846
6357,1,1.43435,103.836
6373,3,1.32478,103.851
6383,1,1.3485,103.718
6409,2,1.30211,103.906
6410,1,1.3333,103.743
6411,3,1.32236,103.813
6420,3,1.37389,103.838
6436,3,1.34079,103.846
6459,1,1.32416,103.852
6632,5,1.33282,103.848
6644,1,1.35732,103.986
6662,2,1.3231,103.854
6675,6,1.26456,103.821
6843,1,1.26465,103.82
6902,7,1.30325,103.865
7220,2,1.37605,103.856
7248,1,1.30019,103.855
7250,1,1.35013,103.749
7343,1,1.34663,103.71
7370,1,1.33165,103.91
7375,4,1.35013,103.75
7378,7,1.37721,103.765
7380,3,1.3081,103.857
7381,3,1.30299,103.864
7384,13,1.35918,103.75
7391,1,1.44055,103.771
7401,1,1.35412,103.868
7439,1,1.33895,103.706
7454,1,1.34511,103.71
7514,2,1.36352,103.866
7536,1,1.35051,103.848
7610,1,1.25186,103.817
7651,1,1.28916,103.835
7659,2,1.31138,103.796
7911,1,1.42389,103.847
7933,2,1.31262,103.88
8081,1,1.33439,103.722
8143,2,1.29341,103.832
8144,1,1.43508,103.838
8166,1,1.2749,103.846
8167,1,1.35473,103.99
8188,1,1.30757,103.833
8308,2,1.35477,103.988
8433,1,1.30501,103.855
8456,3,1.31913,103.887
8589,1,1.35467,103.988
8619,4,1.36008,103.874
8682,6,1.35471,103.873
8685,2,1.33511,103.747
8766,1,1.34556,103.696
8776,1,1.31472,103.891
8792,1,1.3323,103.907
8801,1,1.30698,103.788
8837,3,1.35428,103.871
8843,1,1.36256,103.99
8997,1,1.36064,103.953
8999,11,1.35441,103.988
9093,60,1.31439,103.878
9253,2,1.42872,103.826
9291,1,1.27499,103.795
9297,1,1.37364,103.886
9341,1,1.3184,103.842
9346,8,1.37722,103.765
9370,2,1.37994,103.888
9373,1,1.28901,103.837
9392,3,1.30203,103.905
9404,2,1.32628,103.725
9503,1,1.39781,103.747
9641,1,1.3042,103.833
9813,1,1.28262,103.86
9838,1,1.35294,103.835
9902,1,1.37215,103.894
9940,1,1.31675,103.883
10053,2,1.38498,103.901
10227,1,1.28967,103.846
10422,1,1.29344,103.86
10481,2,1.35636,103.987
10557,2,1.35338,103.989
10869,1,1.41226,103.845
10974,3,1.34581,103.713
11204,4,1.37938,103.937
11252,1,1.38828,103.987
11290,1,1.2953,103.83
11344,2,1.30871,103.911
11357,1,1.31436,103.888
11362,1,1.32175,103.863
11367,1,1.30106,103.855
11630,1,1.36132,103.99
11662,1,1.3553,103.837
11782,1,1.37451,103.886
11829,1,1.35358,103.834
11894,2,1.34863,103.698
11907,2,1.34229,103.776
11908,2,1.31475,103.89
11953,1,1.26506,103.822
12251,4,1.34233,103.835
12285,1,1.31337,103.884
12322,1,1.30759,103.858
12477,1,1.42177,103.838
12491,2,1.33124,103.949
12748,1,1.37441,103.887
12802,2,1.32027,103.845
12819,1,1.32775,103.904
12868,1,1.35609,103.989
12886,1,1.33579,103.787
12944,11,1.33116,103.948
13021,1,1.29877,103.839
13028,2,1.29052,103.845
13124,1,1.3122,103.923
13251,16,1.29299,103.853
13392,3,1.30495,103.93
13434,1,1.37465,103.887
13649,2,1.2887,103.815
13718,1,1.34018,103.95
13963,2,1.32025,103.945
13981,1,1.33312,103.74
14026,1,1.32027,103.844
14049,4,1.35574,103.987
14192,1,1.30524,103.826
14216,1,1.32379,103.854
14311,2,1.37314,103.886
14449,12,1.35928,103.752
14451,1,1.29365,103.843
14522,1,1.29007,103.839
14568,2,1.36557,103.849
14610,1,1.28022,103.826
14887,1,1.34817,103.743
14891,1,1.33415,103.867
14938,1,1.33992,103.707
15073,2,1.33502,103.746
15162,2,1.35637,103.989
15715,3,1.44581,103.774
15804,2,1.40149,103.745
15951,1,1.28616,103.86
15994,1,1.35224,103.988
16124,2,1.42647,103.793
16137,1,1.36246,103.99
16462,6,1.35875,103.752
16477,4,1.35906,103.752
16600,1,1.35705,103.986
16876,1,1.35958,103.889
17133,1,1.32557,103.85
17138,4,1.3612,103.99
17162,3,1.3575,103.751
17278,1,1.32459,103.853
17410,1,1.3099,103.858
17732,1,1.28681,103.854
17877,1,1.36288,103.888
18563,1,1.34721,103.68
19043,1,1.35909,103.752
19116,1,1.36254,103.856
19121,1,1.30303,103.81
19476,1,1.29458,103.784
19540,2,1.36291,103.99
19558,2,1.3099,103.879
19614,1,1.35216,103.937
19759,1,1.30317,103.854
19774,1,1.35286,103.987
20047,1,1.36021,103.934
20226,1,1.43527,103.838
20283,1,1.2792,103.847
20488,1,1.31448,103.765
20604,1,1.32106,103.887
20614,1,1.33302,103.913
20670,1,1.36242,103.991
20761,4,1.30134,103.854
20872,1,1.30533,103.904
21124,1,1.35533,103.837
21151,1,1.29857,103.839
21191,3,1.27521,103.795
21234,1,1.31223,103.899
21293,1,1.27832,103.843
21436,27,1.33598,103.961
21511,1,1.35084,103.851
21588,1,1.35642,103.987
21780,1,1.26602,103.824
21804,1,1.36291,103.99
21805,2,1.38795,103.987
21994,1,1.28496,103.845
22078,1,1.32592,103.849
22335,1,1.2899,103.84
22410,1,1.3426,103.953
22476,1,1.29498,103.855
22597,1,1.30151,103.838
22635,1,1.34265,103.849
22944,27,1.37572,103.877
22985,1,1.28006,103.848
23137,2,1.33987,103.983
23298,1,1.34187,103.744
23427,1,1.39714,103.873
23625,1,1.34654,103.729
23971,1,1.32156,103.863
23986,1,1.37092,103.864
24135,1,1.29355,103.832
24197,1,1.39658,103.747
24215,1,1.44886,103.82
24355,1,1.35055,103.887
24595,1,1.30258,103.905
24642,1,1.32144,103.853
25622,1,1.32944,103.87
25761,11,1.35936,103.752
25865,1,1.30951,103.878
26133,1,1.323,103.934
26466,1,1.34138,103.69
26608,1,1.36791,103.856
26831,42,1.3593,103.752
27314,1,1.36642,103.692
27391,1,1.36594,103.895
27463,1,1.33219,103.868
27651,2,1.32326,103.854
27789,1,1.4257,103.833
27806,1,1.28739,103.848
27928,2,1.37365,103.763
28069,1,1.27742,103.8
28083,2,1.35676,103.987
28393,1,1.30713,103.79
28502,1,1.36817,103.851
28704,1,1.28442,103.844
28730,1,1.31478,103.767
28873,1,1.30133,103.852
28955,1,1.45376,103.833
29378,1,1.35498,103.99
29425,11,1.32439,103.656
29824,2,1.3647,103.89
30177,4,1.35912,103.752
30546,1,1.31893,103.863
30590,1,1.38888,103.988
31034,1,1.3127,103.879
31068,2,1.36823,103.766
31221,1,1.3135,103.884
31312,1,1.3121,103.877
31715,1,1.30598,103.914
31916,1,1.30573,103.863
32093,1,1.37988,103.888
32745,2,1.35491,103.99
33124,1,1.28035,103.853
33214,1,1.3209,103.743
33318,1,1.33798,103.887
33419,1,1.43087,103.78
33863,1,1.30568,103.835
34637,1,1.32102,103.766
34747,1,1.34142,103.69
34843,1,1.27422,103.826
34998,2,1.33069,103.772
35033,2,1.39974,103.916
35173,1,1.41666,103.832
35519,1,1.41904,103.835
35883,1,1.3893,103.89
35986,12,1.36342,103.745
36539,7,1.37458,103.955
36558,1,1.34705,103.849
37027,2,1.32405,103.941
37896,1,1.42174,103.836
38018,1,1.33123,103.948
38366,2,1.27592,103.794
38898,1,1.35344,103.89
38974,1,1.36694,103.857
39049,28,1.27632,103.809
39106,1,1.31131,103.788
39126,1,1.30318,103.865
39658,1,1.31701,103.88
39750,5,1.33941,103.776
39766,1,1.36484,103.849
40087,1,1.29459,103.806
40160,2,1.36878,103.858
40855,1,1.3005,103.851
40889,1,1.35029,103.75
40923,7,1.31444,103.676
40926,1,1.34966,103.75
41223,1,1.3492,103.934
41332,1,1.33247,103.849
41649,1,1.40484,103.909
41842,1,1.35298,103.945
41967,5,1.37252,103.848
42177,1,1.31712,103.88
42528,1,1.31699,103.765
