X, Y, Int U, U, Ux, Uy, Int V, V, Vx, Vy, Interation, ZNCC, 
118, 168, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.921079, 
128, 168, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.877694, 
138, 168, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.872891, 
148, 168, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.926386, 
158, 168, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.947932, 
168, 168, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.929027, 
178, 168, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.967255, 
188, 168, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.940045, 
198, 168, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.913844, 
208, 168, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.876765, 
218, 168, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.891116, 
228, 168, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.840334, 
18, 178, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.942865, 
28, 178, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.900712, 
38, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.904493, 
48, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.89863, 
58, 178, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.905317, 
68, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.819478, 
78, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.938113, 
88, 178, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.906105, 
98, 178, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.92867, 
108, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.916002, 
118, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.949049, 
128, 178, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.887564, 
138, 178, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.947006, 
148, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.931519, 
158, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.933688, 
168, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.92573, 
178, 178, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.871188, 
188, 178, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.908648, 
198, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.869728, 
208, 178, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.926267, 
218, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.783212, 
228, 178, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.751816, 
18, 188, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.885661, 
28, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.880763, 
38, 188, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.833568, 
48, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.853907, 
58, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.887781, 
68, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.836781, 
78, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.942578, 
88, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.929783, 
98, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.899064, 
108, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.889821, 
118, 188, -1, -1, 0, 0, 0, 0, 0, 0, 5, 0.781682, 
128, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.832655, 
138, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.924599, 
148, 188, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.912689, 
158, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.828402, 
168, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.879858, 
178, 188, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.985887, 
188, 188, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.953675, 
198, 188, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.955553, 
208, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.873434, 
218, 188, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.857062, 
228, 188, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.907812, 
18, 198, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.903989, 
28, 198, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.917361, 
38, 198, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.889315, 
48, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.909968, 
58, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.973479, 
68, 198, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.914689, 
78, 198, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.869793, 
88, 198, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.807319, 
98, 198, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.849901, 
108, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.927559, 
118, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.971314, 
128, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.961152, 
138, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.915682, 
148, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.901743, 
158, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.89954, 
168, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.962236, 
178, 198, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.874491, 
188, 198, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.771128, 
198, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.959155, 
208, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.977048, 
218, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.972446, 
228, 198, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.936217, 
18, 208, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.873181, 
28, 208, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.903633, 
38, 208, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.883962, 
48, 208, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.854215, 
58, 208, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.940451, 
68, 208, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.872632, 
78, 208, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.988363, 
88, 208, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.964974, 
98, 208, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.92838, 
108, 208, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.928021, 
118, 208, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.898614, 
128, 208, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.890696, 
138, 208, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.974474, 
148, 208, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.957592, 
158, 208, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.940809, 
168, 208, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.864109, 
178, 208, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.902997, 
188, 208, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.928893, 
198, 208, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.905073, 
208, 208, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.984075, 
218, 208, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.897922, 
228, 208, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.909026, 
18, 218, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.938429, 
28, 218, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.839768, 
38, 218, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.934365, 
48, 218, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.973123, 
58, 218, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.930526, 
68, 218, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.906947, 
78, 218, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.924413, 
88, 218, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.972181, 
98, 218, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.888091, 
108, 218, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.841574, 
118, 218, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.978293, 
128, 218, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.731273, 
138, 218, -1, -1, 0, 0, 0, 0, 0, 0, 5, 0.866989, 
148, 218, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.922167, 
158, 218, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.84067, 
168, 218, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.907837, 
178, 218, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.895836, 
188, 218, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.904009, 
198, 218, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.923923, 
208, 218, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.900218, 
218, 218, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.912904, 
228, 218, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.795152, 
18, 228, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.940898, 
28, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.922994, 
38, 228, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.917612, 
48, 228, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.882756, 
58, 228, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.909916, 
68, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.961233, 
78, 228, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.900526, 
88, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.881002, 
98, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.94206, 
108, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.917392, 
118, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.889153, 
128, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.75871, 
138, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.851112, 
148, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.80872, 
158, 228, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.981108, 
168, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.869457, 
178, 228, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.935802, 
188, 228, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.917199, 
198, 228, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.97672, 
208, 228, 0, 0, 0, 0, 2, 2, 0, 0, 5, 0.983447, 
218, 228, 0, 0, 0, 0, 1, 1, 0, 0, 5, 0.964657, 
228, 228, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0.861203, 
