103.988471, 
103.901148,
103.99302,
103.750849,
103.953431,
103.85431,
103.852997,
103.786479,
103.838568,
103.982759,
103.987033,
103.87261,
103.943646,
103.852376,
103.836873,
103.87166,
103.849125,
103.833297,
103.836092,
103.930063,
103.988514,
103.949332,
103.859264,
103.961241,
103.900616,
103.988965,
103.830017,
103.896566,
103.960201,
103.78673,
103.961166,
103.765206,
103.986618,
103.902318,
103.829344,
103.928046,
104.003746,
103.85503,
103.962495,
103.87338,
103.962959,
103.820897,
103.836084,
103.96093,
103.758708,
103.987774,
103.866581,
103.850702,
103.850144,
103.764496,
103.845069,
103.990413,
103.85884,
103.800749,
103.862557,
103.860369,
103.854928,
103.848049,
103.946114,
103.929956,
103.893628,
103.864735,
103.85986,
103.773468,
103.879271,
103.809929,
103.843959,
103.892459,
103.902468,
103.893263,
103.820853,
103.795644,
103.741837,
103.890066,
103.888167,
103.902007,
103.98699,
103.898786,
103.785367,
103.841629,
103.742971,
104.001779,
103.861405,
103.697054,
103.800285,
103.84831,
103.892448,
103.91283,
103.847666,
103.889,
103.945146,
103.883414,
103.82292,
103.820208,
103.852544,
103.902921,
103.946473,
103.705541,
103.800958,
103.89925,
103.891981,
103.844807,
103.710325,
103.959568,
103.838804,
103.989201,
103.85612,
103.799257,
103.822753,
103.821509,
103.800577,
103.867922,
103.956415,
103.67964,
103.949536,
103.849468,
103.744433,
103.834954,
103.988128,
103.856291,
103.763509,
103.846685,
103.80247,
103.788395,
103.865844,
103.843997,
103.853728,
103.788153,
103.851335,
103.832517,
103.991861,
103.784645,
103.85155,
103.98772,
103.839126,
103.945218,
103.910751,
103.897155,
103.859704,
103.819852,
103.794829,
103.959248,
103.95217,
103.845286,
103.860765,
103.836572,
103.741579,
103.921409,
103.822467,
103.902496,
103.845735,
103.868778,
103.892664,
103.835092,
103.861763,
103.868866,
103.869078,
103.849453,
103.98676,
103.892018,
103.885285,
103.990874,
103.845088,
103.764629,
103.900456,
103.708761,
103.845631,
103.93424,
103.836164,
103.993235,
103.837152,
103.832817,
103.854973,
103.858671,
103.861858,
103.961542,
103.932896,
103.752903,
103.895441,
103.843567,
103.985258,
103.795738,
103.906115,
103.79046,
103.849833,
103.849747,
103.988632,
103.96107,
103.863169,
103.883082,
103.984091,
103.987098,
103.834654,
103.982205,
103.825054,
103.990231,
103.906053,
103.885313,
103.897319,
103.819138,
103.879981,
103.820157,
103.896475,
103.849946,
103.795157,
103.773846,
103.845292,
103.99024,
103.905526,
103.990155,
103.902147,
103.892262,
103.901312,
103.826554,
103.884945,
103.989475,
103.894958,
103.98963,
103.843675,
103.855987,
103.983722,
103.830006,
103.854605,
103.705645,
103.844709,
103.872675,
103.845702,
103.803238,
103.835424,
103.924349,
103.635879,
103.836122,
103.888865,
103.885715,
103.874491,
103.869059,
103.859167,
103.816699,
103.854682,
103.990178,
103.863115,
103.852462,
103.820321,
103.849272,
103.769217,
103.882942,
103.989945,
103.76191,
103.840514,
103.846775,
103.859407,
103.83713,
103.838525,
103.989544,
103.989677,
103.841788,
103.850756,
103.993149,
103.972819,
103.986023,
103.881134,
103.879251,
103.967005,
103.990846,
103.984308,
103.747426,
103.878138,
103.90095,
103.854951,
103.819449,
103.98909,
103.987398,
103.827024,
103.826967,
103.986797,
103.99199,
103.852837,
103.985853,
103.990059,
103.839851,
103.985202,
103.89101,
103.961549,
103.747292,
103.985049,
103.943355,
103.987988,
103.645607,
103.950301,
103.80423,
103.990132,
103.897251,
103.963622,
103.869038,
103.887997,
103.902241,
103.963296,
103.818739,
103.988585,
103.946307,
103.906503,
103.893089,
103.63598,
103.745141,
103.842155,
103.846142,
103.842387,
103.872639,
103.678493,
103.856218,
103.832345,
103.896825,
103.992462,
103.84529,
103.847194,
103.865386,
103.808774,
103.844833,
103.989973,
103.987527,
103.827737,
103.816727,
103.999768,
103.958377,
103.886672,
103.958024,
103.858235,
103.81887,
103.71159,
103.823842,
103.838543,
103.862917,
103.757268,
103.976106,
103.859542,
103.853869,
103.835531,
103.849017,
104.01642,
103.969964,
103.802218,
103.860626,
103.994868,
103.881912,
103.855517,
103.988697,
103.825948,
103.992677,
103.902485,
103.712198,
103.941586,
103.897234,
103.873158,
103.974202,
103.743843,
103.911819,
103.852878,
103.838543,
103.840525,
103.827931,
103.859725,
103.905172,
103.883672,
103.703104,
103.903434,
103.809664,
103.775353,
103.882493,
103.836596,
103.961434,
103.784838,
103.89616,
103.78355,
103.80586,
103.859636,
103.86009,
103.775826,
103.85259,
103.798491,
103.84549,
103.860845,
103.987699,
103.853501,
103.990076,
103.893328,
103.844216,
103.774538,
103.778526,
103.722425,
103.929775,
103.770504,
103.770633,
103.775053,
103.864562,
103.852318,
103.844454,
103.830046,
103.825801,
103.734718,
103.935267,
103.749732,
103.844958,
103.992119,
103.857214,
103.826637,
103.904641,
103.984866,
103.843573,
103.734283,
103.963634,
103.96225,
103.993664,
103.861864,
103.84224,
103.835478,
103.844601,
103.848615,
103.985411,
103.913417,
103.851635,
103.825865,
103.897597,
103.910687,
103.854659,
103.794739,
103.863523,
103.819201,
103.987141,
103.720622,
103.635014,
103.839427,
103.983819,
103.906387,
103.853275,
103.992462,
103.824921,
103.747921,
103.823055,
103.98345,
103.945327,
103.955233,
103.987741,
103.891701,
103.862793,
103.826327,
103.813248,
103.992162,
103.99202,
103.70707,
103.745956,
103.835611,
103.876156,
103.890956,
103.819455,
103.954948,
103.89596,
103.990569,
103.845564,
103.881172,
103.839287,
103.859198,
103.83256,
103.842767,
103.863121,
103.988793,
103.877289,
103.860111,
103.906013,
103.849447,
103.853218,
103.818741,
103.839233,
103.838708,
103.851206,
103.866841,
103.771663,
103.760097,
103.891016,
103.873109,
103.78964,
103.901822,
103.86024,
103.873291,
103.902269,
103.844641,
103.836732,
103.844576,
103.835311,
103.911015,
103.858767,
103.851072,
103.836824,
103.855391,
103.954409,
103.899203,
103.743192,
103.985434,
103.856106,
103.903327,
103.795626,
103.988986,
103.747308,
103.859081,
103.961124,
103.769946,
103.989735,
103.787109,
103.883629,
103.872911,
103.768159,
103.760521,
103.906381,
103.860369,
103.692734,
103.79488,
103.860455,
103.929351,
103.838498,
103.864872,
103.861768,
103.769455,
103.844383,
103.848383,
103.989779,
103.77589,
103.902428,
103.855936,
103.813677,
103.709242,
103.861098,
103.766618,
103.837383,
103.746337,
103.732551,
103.835617,
103.984068,
103.862815,
103.829892,
103.992934,
103.88149,
103.991089,
103.990188,
103.992505,
103.776426,
103.861456,
103.897132,
103.782198,
103.820007,
103.859967,
103.792525,
103.860583,
103.901374,
103.69344,
103.771283,
103.835436,
103.75389,
103.947452,
103.895552,
103.842161,
103.862514,
103.77501,
103.877976,
103.836679,
103.832425,
103.759952,
103.841063,
103.855155,
103.855112,
103.845499,
103.829565,
103.819557,
103.815007,
103.890066,
103.944054,
103.829159,
103.908845,
103.854645,
103.820774,
103.725039,
103.835005,
103.853864,
103.736687,
103.906772,
103.740742,
103.886555,
103.770321,
103.860709,
103.767328,
103.884401,
103.848241,
103.753324,
103.860798,
103.792781,
103.81787,
103.742943,
103.849345,
103.769459,
103.795707,
103.769603,
103.847845,
103.766792,
103.945448,
103.876895,
103.80254,
103.822689,
103.988385,
103.774627,
103.826208,
103.913824,
103.988744,
103.989112,
103.890023,
103.817807,
103.713257,
103.827663,
103.875325,
103.845456,
103.864231,
103.857748,
103.853682,
103.734713,
103.850693,
103.87371,
103.7781,
103.984558,
103.859871,
103.988234,
103.762693,
103.905365,
103.995295,
103.83625,
103.915867,
103.834954,
103.770123,
103.896962,
103.865004,
103.880641,
103.935124,
103.83055,
103.796253,
103.845677,
103.769421,
103.984652,
103.878353,
103.826339,
103.9761,
103.811701,
103.806038,
103.889185,
103.987913,
103.904942,
103.987021,
103.781544,
103.852901,
103.849861,
103.849039,
103.901003,
103.987525,
103.891896,
103.7987,
103.83242,
103.855929,
103.720293,
103.788993,
103.839684,
103.84685,
103.770423,
103.827635,
103.847258,
103.872175,
103.993793,
103.964676,
103.809729,
103.635099,
103.855519,
103.941436,
103.885268,
103.758788,
103.787897,
103.824921,
103.880975,
103.885002,
103.845279,
103.787982,
103.897382,
103.992205,
103.651085,
103.924978,
103.990994,
103.986001,
103.757958,
103.8852,
103.842857,
103.682317,
103.876848,
103.857295,
103.820735,
103.858608,
103.862934,
103.803635,
103.841397,
103.987978,
103.835594,
103.989415,
103.770083,
103.845778,
103.900536,
103.986709,
103.782883,
103.894929,
103.711419,
103.844148,
103.887901,
103.989412,
103.852006,
104.027637,
103.828526,
103.849747,
103.889985,
103.856635,
103.889187,
103.991818,
103.937123,
103.902246,
103.999046,
103.770174,
103.993442,
103.889866,
103.890914,
103.860788,
103.948367,
103.769393,
103.834351,
103.814633,
103.929119,
103.859758,
103.865519,
103.892891,
103.844052,
103.842934,
103.844011,
103.807647,
103.921255,
103.846169,
103.897552,
103.795373,
103.839574,
103.908262,
103.933738,
103.830652,
103.852526,
103.761204,
103.991561,
103.837988,
103.859387,
103.898821,
103.956494,
103.842087,
103.7622,
103.95637,
103.857729,
103.885316,
103.892434,
103.944118,
103.892437,
103.800342,
103.942208,
103.990102,
103.893843,
103.850225,
103.957143,
103.820136,
103.989937,
103.72505,
103.86132,
103.852644,
103.847682,
103.851548,
103.884723,
103.912833,
103.762275,
103.84419,
103.860245,
103.832377,
103.780332,
103.851384,
103.833832,
103.884493,
103.814253,
103.857751,
103.889107,
103.720075,
103.871581,
103.872954,
103.840799,
103.905872,
103.854044,
103.905848,
103.872814,
103.853835,
103.859441,
103.847816,
103.687155,
103.873458,
103.819399,
103.944814,
103.824546,
103.853558,
103.877589,
103.777926,
103.901703,
103.709338,
103.718735,
103.888262,
103.717279,
103.751621,
103.890495,
103.719451,
103.838809,
103.853224,
103.85871,
103.988545,
103.988845,
103.819823,
103.830109,
103.897394,
103.955684,
103.933411,
103.863121,
103.856259,
103.990574,
103.747673,
103.932563,
103.98604,
103.87069,
103.945684,
103.998464,
103.822218,
103.990059,
103.850884,
103.813495,
103.873381,
103.986995,
103.990488,
103.860669,
103.828331,
103.834286,
103.981762,
103.844862,
103.848021,
103.822002,
103.771212,
103.854883,
103.953809,
103.6889,
103.714884,
103.865794,
103.848149,
103.991045,
103.834705,
103.64762,
103.921051,
103.847177,
103.881066,
103.862617,
103.830451,
103.842286,
103.892158,
103.848434,
103.86132,
103.828142,
103.87496,
103.848938,
103.828568,
103.89262,
103.950841,
103.887523,
103.963492,
103.810029,
103.858302,
103.909684,
103.890581,
103.845258,
103.843503,
103.858914,
103.78119,
103.854147,
103.858718,
103.954438,
103.858954,
103.915966,
103.933968,
103.828614,
103.844801,
103.851752,
103.840553,
103.864638,
103.812601,
103.822603,
103.870025,
103.838246,
103.836783,
103.809312,
103.712075,
103.836828,
103.819959,
103.845422,
103.963802,
103.990145,
103.884315,
103.772494,
103.8242,
103.845778,
103.941758,
103.792477,
103.857279,
103.815782,
103.820859,
103.844267,
103.955571,
103.820393,
103.778984,
103.7887,
103.761155,
103.762254,
103.763456,
103.837437,
103.816738,
103.837214,
103.993042,
103.860584,
103.962464,
103.989361,
103.988263,
103.834483,
103.745227,
103.855704,
103.999665,
103.871012,
103.984476,
103.763509,
103.833354,
103.771309,
103.888309,
103.89912,
103.99024,
103.769576,
103.990926,
103.820791,
103.993535,
103.774525,
103.832153,
103.860777,
103.987616,
103.990637,
103.98259,
103.898306,
103.777698,
103.898916,
103.894,
103.988595,
103.787602,
103.856338,
103.953032,
103.850908,
103.870611,
103.760198,
103.818741,
103.981991,
103.845764,
103.722712,
103.850172,
103.782843,
103.985462,
103.879938,
103.775439,
103.777903,
103.912425,
103.873319,
103.987287,
103.996304,
103.880437,
103.986108,
103.828659,
103.877945,
103.860907,
103.856491,
103.986137,
103.838742,
103.754153,
103.99096,
103.79241,
103.990002,
103.984995,
103.849963,
103.815018,
103.84673,
103.865529,
103.8729,
103.852901,
103.832475,
103.722718,
103.98115,
103.820401,
103.843063,
103.95501,
103.84994,
103.857107,
103.78556,
103.981825,
103.843412,
103.903142,
103.771356,
103.741653,
103.806052,
103.87042,
103.986726,
103.856309,
103.842529,
103.834233,
103.985474,
103.95313,
103.985767,
103.89121,
103.805501,
103.853265,
103.691286,
103.697473,
103.843111,
103.83316,
103.858716,
103.962914,
103.849481,
103.766977,
103.720243,
103.8517,
103.939038,
103.760827,
103.844963,
103.764436,
103.950448,
103.823774,
103.813959,
103.964707,
103.819438,
103.694158,
103.916502,
103.883972,
103.857657,
103.704327,
103.955797,
103.873154,
103.708818,
103.856474,
103.905526,
103.985079,
103.954761,
103.912391,
103.774293,
103.822099,
103.770729,
103.896373,
103.851582,
103.833752,
103.934768,
103.747694,
103.853818,
103.861442,
103.991543,
103.888241,
103.890008,
103.855164,
103.824091,
103.770393,
103.989329,
103.982032,
103.635901,
103.809318,
103.989372,
103.988574,
103.818548,
103.986817,
103.84213,
103.852527,
103.888382,
103.8561,
103.819716,
103.768753,
103.721266,
103.844726,
103.93163,
103.844675,
103.860471,
103.791146,
103.905714,
103.954976,
103.908616,
103.819365,
103.841708,
103.856876,
103.895399,
103.774657,
103.849168,
103.806743,
103.855455,
103.832365,
103.988817,
103.816238,
103.989458,
103.985093,
103.990625,
103.85272,
103.864333,
103.989137,
103.948579,
103.965868,
103.827929,
103.963294,
103.888156,
103.952011,
103.887405,
103.991277,
103.836109,
103.850405,
103.89778,
103.949099,
103.882725,
103.990087,
103.95136,
103.750626,
103.963112,
103.839512,
103.981292,
103.850461,
103.899219,
103.838776,
103.900281,
103.832356,
103.74688,
103.887318,
103.838981,
103.845241,
103.721992,
103.842393,
103.82819,
103.991539,
103.910794,
103.861739,
103.947853,
103.986647,
103.762914,
103.889079,
103.892459,
103.840757,
103.955351,
103.993465,
103.983891,
103.819484,
103.983637,
103.977136,
103.826571,
104.001303,
103.929504,
103.850842,
103.88666,
103.892013,
103.870186,
103.912459,
103.822775,
103.922542,
103.819985,
103.744448,
103.847721,
103.895728,
103.986631,
103.977081,
103.749302,
103.920665,
103.67962,
103.954659,
103.914798,
103.873398,
103.769336,
103.85096,
103.723587,
103.863544,
103.993492,
103.963022,
103.883108,
103.863619,
103.892953,
103.988659,
103.957361,
103.908171,
103.940115,
103.779259,
103.846549,
103.79741,
103.834129,
103.844499,
103.730515,
103.843846,
103.638818,
103.856247,
103.856614,
103.768708,
103.867085,
103.773761,
103.955134,
103.862407,
103.69566,
103.895302,
103.809621,
103.932646,
103.817675,
103.823678,
103.94525,
103.987049,
103.989286,
103.844195,
103.905305,
103.88606,
103.772301,
103.853105,
103.955099,
103.819438,
103.820701,
103.73896,
103.705385,
103.847834,
103.850404,
103.718963,
103.74408,
103.94335,
103.843293,
103.742963,
103.860007,
103.990654,
103.985145,
103.963795,
103.856513,
103.77795,
103.730701,
103.914785,
103.91636,
103.785667,
103.860675,
103.894572,
103.986797,
103.69523,
103.891741,
103.771191,
103.990892,
103.873672,
103.846628,
103.698856,
103.792328,
103.84322,
103.886797,
103.986511,
103.989801,
103.954761,
103.705571,
103.809409,
103.884832,
103.844261,
103.837624,
103.989673,
103.840678,
103.985943,
103.989843,
103.853388,
103.817192,
103.85868,
103.868351,
103.779414,
103.903853,
103.820123,
103.956324,
103.860177,
103.993556,
103.835478,
103.992002,
103.720164,
103.990788,
103.859571,
103.986386,
103.832216,
103.989398,
103.990746,
103.886848,
103.897954,
103.870668,
103.955597,
103.837323,
103.877352,
103.83831,
103.839738,
103.782787,
103.824617,
103.776842,
103.890002,
103.796787,
103.949418,
103.763163,
103.86761,
103.845105,
103.885067,
103.953464,
103.876886,
103.902473,
103.90625,
103.990127,
103.892019,
103.832774,
103.852805,
103.897919,
103.809352,
103.808548,
103.742756,
103.884981,
103.992848,
103.875097,
103.881858,
103.687475,
103.855401,
103.830177,
103.832444,
103.945899,
103.838713,
103.88762,
103.893423,
103.876762,
103.898537,
103.988217,
103.980288,
103.863373,
103.852483,
103.710465,
103.959741,
103.98479,
103.988733,
103.905249,
103.850297,
103.769993,
103.824646,
103.952508,
103.872256,
103.827527,
103.736064,
103.99066,
103.837547,
103.74339,
103.95163,
103.860471,
103.989458,
103.806596,
103.988428,
103.8611,
103.803248,
103.860519,
103.991132,
103.710251,
103.875352,
103.944953,
103.756599,
103.994007,
103.892086,
103.983376,
103.848298,
103.856661,
103.820173,
103.849974,
103.82759,
103.809332,
103.875244,
103.916622,
103.972258,
103.934005,
103.861914,
103.837309,
103.822024,
103.743639,
103.817304,
103.846153,
103.911953,
103.877141,
103.741404,
103.744086,
103.831379,
103.832706,
103.78089,
103.912683,
103.985683,
103.847924,
103.819852,
103.837588,
103.846079,
103.891793,
103.847896,
103.871309,
103.91302,
103.963108,
103.824052,
103.991951,
103.931979,
103.82329,
103.88085,
103.955477,
103.772635,
103.771062,
103.919975,
103.993063,
103.804484,
103.860097,
103.856957,
103.814278,
103.81708,
103.822336,
103.940171,
103.819789,
103.857365,
103.985139,
103.8973,
103.928132,
103.799735,
103.836636,
103.871479,
103.818011,
103.89647,
103.986754,
103.960478,
103.926079,
103.89689,
103.831065,
103.839647,
103.86083,
103.887559,
103.988184,
103.826723,
103.990087,
103.869982,
103.893199,
103.762221,
103.901273,
103.926864,
103.894218,
103.894895,
103.765955,
103.823537,
103.841855,
103.954551,
103.829942,
103.988922,
103.809214,
103.843463,
103.793199,
103.852663,
103.900988,
103.772049,
103.834106,
103.854532,
103.885035,
103.989163,
103.961819,
103.834341,
103.881439,
103.817893,
103.990693,
103.830901,
103.856077,
103.83933,
103.908755,
103.991818,
103.91554,
103.783998,
103.962057,
103.964268,
103.872062,
103.826718,
103.768527,
103.909236,
103.845411,
103.714817,
103.849544,
103.98212,
103.835177,
103.987049,
