18, 18, 0, -0.0667998, -0.00635886, 0.0997538, -0.403265, 0, 0.0272652, 0.11282, 0.865118
28, 18, -1, 0.000120411, -0.00147307, -0.00932678, -0.0281277, 0, 7.63458e-005, 0.00593853, 0.942677
38, 18, 0, -0.000597171, 0.00242496, 0.00458054, 0.0101681, 0, 0.00377919, 0.00351536, 0.891668
48, 18, 0, 1.38298e-005, 0.000332117, -0.00169415, 0.97567, 1, 0.0112831, 0.00677562, 0.890995
58, 18, 0, 0.0115518, -0.0264453, -0.0100631, 1.87643, 2, 0.0810747, 0.0532476, 0.928797
68, 18, 0, 4.8875e-005, -0.0597697, -0.0552052, 1.09231, 1, -0.00620725, -0.010198, 0.925713
78, 18, 0, 0.000190112, -0.00491333, -0.00650708, 1.97543, 2, 0.0113278, 0.00858355, 0.91322
88, 18, 0, -0.0296554, 0.000805378, 0.00308761, 1.92329, 2, 0.0200644, 0.0130324, 0.956767
98, 18, 0, 2.57992e-005, -0.016065, -0.0141383, 1.06571, 1, -0.0181718, -0.0146053, 0.745942
108, 18, 0, -0.025127, 0.0166432, 0.0181208, -0.0967691, 0, 0.0260012, 0.0314306, 0.805262
118, 18, 0, -4.89449e-005, 0.00554454, 0.0116552, -0.0290138, 0, 0.00404637, 0.00732541, 0.875297
128, 18, 0, 0.0266431, -0.00327957, -0.0150591, -0.0115203, 0, -0.0108174, -0.00326657, 0.779549
138, 18, 0, -0.0602197, 0.0355954, 0.0413357, 1.19136, 1, -0.0456982, -0.0298219, 0.834503
148, 18, 0, -4.58918e-008, -4.24981e-005, 1.49724e-005, 1.00312, 1, -0.000173083, -0.000983298, 0.914881
158, 18, 0, 2.68162e-006, -0.0116599, -0.0177596, 1.05791, 1, -0.00360743, -0.0154588, 0.945646
168, 18, 0, 0.0376537, -0.0215572, -0.0563036, 0.987124, 1, -0.00253557, 0.00031507, 0.9315
178, 18, 0, 0, 0, 0, 1, 1, 0, 0, 0.940528
188, 18, 0, -1.57169e-005, 0.00197029, 0.0106326, -0.0771218, 0, 0.0265953, 0.0362622, 0.904269
198, 18, 0, -9.3394e-006, 0.013272, 0.0180158, 1.03845, 1, -0.00123251, -0.00962019, 0.879503
208, 18, 0, 0.0142447, -0.0400459, -0.112782, 1.48521, 2, 0.0228766, 0.0520436, 0.966557
218, 18, 0, -0.0165833, 0.00989509, 0.0268229, 0.0916546, 0, -0.0138811, -0.0212999, 0.830789
228, 18, 0, -2.40642e-006, 0.00619054, 0.0123274, -0.0340686, 0, 0.00976537, 0.0164853, 0.787319
18, 28, 0, -0.0239247, 0.0326777, 0.0263756, 1.08906, 1, -0.00275542, 0.000884771, 0.947891
28, 28, 0, -0.017132, 0.0269508, 0.0405671, 1.98119, 2, 0.00741787, 0.00682223, 0.983855
38, 28, 0, -0.0268976, 0.0436486, 0.0253754, 1.97167, 2, 0.0424756, 0.0448914, 0.994059
48, 28, 0, 1.45842e-005, -0.0332649, -0.00923433, 1.18622, 1, -0.0679365, -0.0861526, 0.940017
58, 28, 0, 9.11673e-006, -0.00673729, -0.00666245, 0.992726, 1, 0.00367645, 0.00588775, 0.907821
68, 28, 0, 0.0130388, -0.00320601, -0.00618847, 1.97125, 2, 0.00490635, 0.00509262, 0.928583
78, 28, 0, -0.0101889, -0.0174204, -0.0237247, 2.05052, 2, -0.00773835, -0.0149168, 0.943985
88, 28, 0, 0.070864, -0.0595449, -0.0257054, 2.1323, 2, -0.0243471, -0.034981, 0.905954
98, 28, 0, -0.00833019, 0.00764716, 0.00100118, 1.05698, 1, -0.0386964, -0.0207016, 0.906202
