26, 26, 0, 8.2895e-008, -1, -5.83447e-015, 1.52236, 2, -3.14284e-015, -1, 0.964074
36, 26, 0, 1.0472e-005, -1, -1.01793e-013, -6.02522, 2, 5.25193e-013, -1, 0.967516
46, 26, 0, 1.2572e-005, -1, -1.92964e-011, -2.27563, 2, 1.10169e-010, -0.998863, 0.961658
56, 26, 0, 3.92406e-006, -1, -6.71573e-011, -42.7139, 1, -1.32165e-010, -0.999409, 0.937024
66, 26, 0, 4.74994e-007, -1, -3.16572e-009, 3.97382, 1, 1.69012e-010, -1.00738, 0.916883
76, 26, 0, -3.51301e-005, -1, 6.75101e-007, 90.7733, 2, -5.27651e-007, -2.62824, 0.934223
86, 26, 0, -1.17053e-008, -1, 1.25749e-015, 4.4181, 2, 3.23101e-016, -1, 0.97393
96, 26, 0, 1.16198e-005, -1, -2.47812e-006, -25.6045, 2, -1.50796e-005, 16.9229, 0.980618
106, 26, 0, -1.1844e-007, -1, 9.44374e-015, 1.32401, 2, -2.1763e-014, -1, 0.978021
116, 26, 0, -9.03316e-008, -1, 4.37534e-018, -1.0908, 2, 2.04679e-024, -1, 0.958915
126, 26, 0, -2.89407e-007, -1, 7.56937e-011, -2.61306, 2, 1.9886e-010, -0.998428, 0.921598
136, 26, 0, -1.68349e-007, -1, -3.91018e-012, 1.03981, 2, -5.34585e-011, -1.00075, 0.930454
146, 26, 0, -1.28475e-005, -1, -4.26625e-008, 18.5449, 2, 3.36899e-009, -0.835231, 0.955306
156, 26, 0, 1.42059e-005, -1, 9.17125e-013, -0.918488, 2, -1.18584e-013, -1, 0.973024
166, 26, 0, 7.77841e-006, -1, 6.51143e-008, 30.9438, 2, -2.73644e-007, -1.34929, 0.975422
176, 26, 0, -7.25408e-005, -1, -4.38722e-006, 27.8645, 2, 6.93788e-007, -0.444213, 0.953727
186, 26, 0, 3.57745e-005, -1, -2.12516e-006, 178.689, 1, 1.48103e-006, -14.4731, 0.952644
196, 26, 0, 3.03341e-006, -1, 2.67556e-010, 152.399, 1, 3.07932e-009, -0.979262, 0.947363
206, 26, 0, 2.02557e-005, -1, -4.38096e-007, 8.46101, 2, -1.44124e-007, -1.60769, 0.966437
216, 26, 0, 1.972e-008, -1, 8.14562e-011, -0.341212, 1, -2.03497e-009, -1.00323, 0.928829
226, 26, 0, 1.15959e-006, -1, 8.53743e-009, -1.76831, 1, -2.74082e-009, -0.930978, 0.91024
26, 36, 0, 7.56091e-006, -1, -6.82163e-018, -17.934, 2, 1.10694e-024, -1, 0.956167
36, 36, 0, 2.37505e-007, -1, -3.62683e-013, -2.49199, 2, -1.25204e-014, -1, 0.945318
46, 36, 0, -0.00011322, -1, -7.38586e-007, -451.957, 1, -9.96629e-008, -3.93373, 0.946956
56, 36, 0, 0.00266987, -1, 2.88164e-005, -59949.4, 1, 0.000482426, -647.879, 0.932234
66, 36, 0, 1.05223e-007, -1, 7.48913e-012, 1.91022, 2, -5.34276e-010, -0.997991, 0.947143
76, 36, 0, 1.11753e-007, -1, -1.98653e-010, -2.65029, 2, -4.39521e-009, -1.0264, 0.931363
86, 36, 0, -7.50219e-006, -1, -2.87706e-011, -0.13958, 2, -6.26629e-011, -1.00005, 0.970531
96, 36, 0, 5.85242e-006, -1, 1.2341e-010, -6.71444, 2, -4.18853e-011, -0.999027, 0.970627
106, 36, 0, -7.52451e-008, -1, 2.92335e-018, -1.87257, 2, 7.85612e-017, -1, 0.974698
116, 36, 0, -7.49583e-007, -1, 1.4799e-008, -7.03149, 2, 3.56032e-009, -0.825397, 0.952977
126, 36, 0, 1.17777e-007, -1, 7.77851e-015, 1.43859, 1, -5.00644e-015, -1.00001, 0.908431
136, 36, 0, 2.45576e-005, -1, -1.00951e-007, 264.708, 1, 1.21733e-009, -2.08525, 0.911396
146, 36, 0, 3.38719e-006, -1, -2.06348e-008, 29.7773, 1, 3.1099e-008, -1.1417, 0.900483
156, 36, 0, 2.15293e-005, -1, 2.82554e-007, -1198.21, 2, -2.37951e-007, -16.6567, 0.968939
166, 36, 0, -8.37013e-008, -1, -1.23543e-009, 23.9674, 2, 2.97414e-008, -0.815907, 0.940933
176, 36, 0, 1.26296e-007, -1, 4.88085e-012, -13.8498, 1, 6.88652e-010, -0.988046, 0.943651
186, 36, 0, -1.12651e-005, -1, -1.02927e-012, 331.464, 1, -8.42284e-012, -0.999973, 0.945521
196, 36, 0, -2.39659e-007, -1, -1.71427e-009, 9.18402, 1, 7.73415e-009, -0.86447, 0.942346
206, 36, 0, -2.37977e-007, -1, 8.92964e-009, -1.77513, 1, -9.50787e-010, -0.945807, 0.91431
216, 36, 0, 3.2798e-006, -1, -1.17471e-010, -7.06055, 1, 6.56626e-011, -1.00018, 0.89345
226, 36, 0, 9.37095e-006, -1, -4.26442e-008, 35.8453, 2, 1.94664e-009, -1.15917, 0.963684
26, 46, 0, -8.42999e-006, -1, 4.26571e-011, 28.5942, 0, 2.23414e-011, -1.00011, 0.850917
36, 46, 0, -5.87054e-008, -1, -2.65255e-012, -7.65449, 0, -2.54341e-011, -0.999972, 0.882645
46, 46, 0, 3.67365e-006, -1, -2.91978e-010, 10.6201, 0, -1.72631e-010, -1.00125, 0.8818
56, 46, 0, 9.11253e-006, -1, -2.36899e-010, 42.3481, 2, -6.00528e-010, -1.00109, 0.959473
