id,Year,cases
SD,1966,14.02
SE,1966,77.88
SG,1966,100
SI,1966,33.4
SK,1966,37.82
SL,1966,20.84
SM,1966,55.48
SN,1966,27.12
SO,1966,20.54
SR,1966,46.86
ST,1966,23.34
SV,1966,39
SY,1966,40.66
SZ,1966,7.14
TD,1966,9.04
TG,1966,16.26
TH,1966,20.34
TJ,1966,35.54
TL,1966,11.7
TM,1966,47.24
TN,1966,40.46
TO,1966,19.64
TR,1966,35
TT,1966,13.82
TZ,1966,6.38
UA,1966,51.44
UG,1966,5.74
US,1966,72.24
UY,1966,81.52
UZ,1966,35.58
VC,1966,21.22
VE,1966,67.98
VI,1966,64.56
VN,1966,16.78
VU,1966,11.5
WS,1966,19.52
YE,1966,11.46
ZA,1966,47.32
ZM,1966,24.8
ZW,1966,15.16
AD,1967,74.32
AE,1967,76.5
AF,1967,10.04
AG,1967,35.48
AL,1967,31.4
AM,1967,57.32
AN,1967,74.1
AO,1967,13.5
AR,1967,77.4
AS,1967,69.14
AT,1967,65.12
AU,1967,84.22
AW,1967,50.66
AZ,1967,49.28
BA,1967,24.56
BB,1967,37.26
BD,1967,6.76
BE,1967,93.38
BF,1967,5.4
BG,1967,48.4
BH,1967,83.02
BI,1967,2.28
BJ,1967,14.18
BM,1967,100
BN,1967,56.24
BO,1967,38.9
BR,1967,52.5
BS,1967,64.66
BT,1967,5.26
BW,1967,5.4
BY,1967,40.46
BZ,1967,51.9
CA,1967,74.02
CD,1967,27.78
CF,1967,25.02
CG,1967,36.82
CH,1967,55.48
CI,1967,25.98
CL,1967,73.1
CM,1967,18.26
CN,1967,17.52
CO,1967,52.52
CR,1967,37
CU,1967,59.7
CV,1967,18.7
CY,1967,39.24
CZ,1967,62.96
DE,1967,72.12
DJ,1967,58.38
DK,1967,78.08
DM,1967,40.72
DO,1967,37.08
DZ,1967,38.36
EC,1967,37.68
EE,1967,62.74
EG,1967,41.3
ER,1967,11.88
ES,1967,63.18
ET,1967,8
FI,1967,46.46
FJ,1967,33.48
FM,1967,24.02
FO,1967,26.56
FR,1967,68.7
GA,1967,27.08
GB,1967,77.52
GD,1967,31.66
GE,1967,45.94
GH,1967,27.26
GL,1967,68.74
GM,1967,16.5
GN,1967,14.2
GQ,1967,26.7
GR,1967,49.5
GT,1967,34.6
GU,1967,58.06
GW,1967,14.62
GY,1967,29.28
HK,1967,86.92
HN,1967,26.98
HR,1967,37.08
HT,1967,18.48
HU,1967,58.84
ID,1967,16.32
IE,1967,49.9
IL,1967,82.22
IM,1967,56.1
IN,1967,19.2
IQ,1967,52.9
IR,1967,38.74
IS,1967,83.58
IT,1967,62.8
JM,1967,39.06
JO,1967,54.98
JP,1967,49.72
KE,1967,9.28
KG,1967,36.54
KH,1967,12.88
KI,1967,21.4
KM,1967,17.96
KN,1967,32.18
KP,1967,48.74
KR,1967,35.72
KW,1967,81.86
KY,1967,100
KZ,1967,48.28
LA,1967,8.82
LB,1967,54.34
LC,1967,23.18
LI,1967,19.1
LK,1967,18.36
LR,1967,23.66
LS,1967,7.22
LT,1967,46.54
LU,1967,72.96
LV,1967,58.36
LY,1967,40.1
MA,1967,32.94
MC,1967,100
MD,1967,29.4
ME,1967,24.32
MG,1967,13.08
MH,1967,47.02
MK,1967,43.08
ML,1967,13.28
MM,1967,21.72
MN,1967,43.3
MO,1967,96.52
MP,1967,63.32
MR,1967,11.9
MT,1967,89.76
MU,1967,39
MV,1967,11.66
MW,1967,5.38
MX,1967,56.54
MY,1967,31.34
MZ,1967,5.08
NA,1967,20.92
NC,1967,47.24
NE,1967,7.6
NG,1967,21.14
NI,1967,44.42
NL,1967,61.16
NO,1967,60.72
NP,1967,3.82
NZ,1967,79.78
OM,1967,25.26
PA,1967,45.68
PE,1967,54.1
PF,1967,51.04
PG,1967,7.22
PH,1967,32.16
PK,1967,24.02
PL,1967,50.9
PR,1967,54.22
PT,1967,37.66
PW,1967,58.86
PY,1967,36.56
QA,1967,87.68
RO,1967,38.74
RS,1967,-1
RU,1967,60.04
RW,1967,2.96
SA,1967,42.76
SB,1967,7.88
SC,1967,35.5
SD,1967,14.64
SE,1967,78.66
SG,1967,100
SI,1967,34.3
SK,1967,38.64
SL,1967,21.48
SM,1967,56.56
SN,1967,27.84
SO,1967,21.08
SR,1967,46.62
ST,1967,24.88
SV,1967,39.1
SY,1967,41.32
SZ,1967,7.78
TD,1967,9.68
TG,1967,17.52
TH,1967,20.48
TJ,1967,35.88
TL,1967,12
TM,1967,47.38
TN,1967,41.22
TO,1967,19.78
TR,1967,35.8
TT,1967,13.34
TZ,1967,6.76
UA,1967,52.28
UG,1967,5.98
US,1967,72.58
UY,1967,81.74
UZ,1967,35.86
VC,1967,22.64
VE,1967,68.96
VI,1967,65.82
VN,1967,17.16
VU,1967,11.7
WS,1967,19.74
YE,1967,11.92
ZA,1967,47.44
ZM,1967,26.2
ZW,1967,15.72
AD,1968,76.28
AE,1968,76.9
AF,1968,10.36
AG,1968,34.92
AL,1968,31.5
AM,1968,58.18
AN,1968,74.7
AO,1968,14
AR,1968,77.9
AS,1968,69.56
AT,1968,65.18
AU,1968,84.58
AW,1968,50.64
AZ,1968,49.52
BA,1968,25.44
BB,1968,37.34
BD,1968,7.04
BE,1968,93.52
BF,1968,5.5
BG,1968,49.7
BH,1968,83.28
BI,1968,2.32
BJ,1968,15.02
BM,1968,100
BN,1968,58.06
BO,1968,39.2
BR,1968,53.6
BS,1968,65.34
BT,1968,5.54
BW,1968,6.2
BY,1968,41.64
BZ,1968,51.6
CA,1968,74.58
CD,1968,28.62
CF,1968,25.78
CG,1968,37.58
CH,1968,56.12
CI,1968,26.72
CL,1968,73.8
CM,1968,18.94
CN,1968,17.48
CO,1968,53.28
CR,1968,37.6
CU,1968,59.9
CV,1968,19
CY,1968,39.76
CZ,1968,63.44
DE,1968,72.18
DJ,1968,59.52
DK,1968,78.62
DM,1968,42.78
DO,1968,38.12
DZ,1968,38.74
EC,1968,38.22
EE,1968,63.46
EG,1968,41.6
ER,1968,12.12
ES,1968,64.12
ET,1968,8.2
FI,1968,47.74
FJ,1968,33.92
FM,1968,24.28
FO,1968,27.04
FR,1968,69.5
GA,1968,28.72
GB,1968,77.38
GD,1968,31.84
GE,1968,46.46
GH,1968,27.84
GL,1968,70.06
GM,1968,17.5
GN,1968,14.8
GQ,1968,26.8
GR,1968,50.5
GT,1968,34.9
GU,1968,59.34
GW,1968,14.78
GY,1968,29.32
HK,1968,87.18
HN,1968,27.62
HR,1968,38.12
HT,1968,18.92
HU,1968,59.26
ID,1968,16.58
IE,1968,50.5
IL,1968,82.88
IM,1968,56
IN,1968,19.4
IQ,1968,54
IR,1968,39.56
IS,1968,84.02
IT,1968,63.3
JM,1968,39.84
JO,1968,55.32
JP,1968,50.88
KE,1968,9.62
KG,1968,36.86
KH,1968,13.92
KI,1968,22.3
KM,1968,18.44
KN,1968,32.82
KP,1968,50.56
KR,1968,37.38
KW,1968,83.14
KY,1968,100
KZ,1968,48.92
LA,1968,9.08
LB,1968,56.06
LC,1968,23.42
LI,1968,18.9
LK,1968,18.74
LR,1968,24.44
LS,1968,7.68
LT,1968,47.56
LU,1968,73.44
LV,1968,59.14
LY,1968,43.3
MA,1968,33.46
MC,1968,100
MD,1968,30.3
ME,1968,25.18
MG,1968,13.42
MH,1968,49.18
MK,1968,44.42
ML,1968,13.62
MM,1968,22.08
MN,1968,43.9
MO,1968,96.68
MP,1968,65.58
MR,1968,12.8
MT,1968,89.74
MU,1968,40
MV,1968,11.74
MW,1968,5.62
MX,1968,57.36
MY,1968,32.06
MZ,1968,5.32
NA,1968,21.38
NC,1968,48.56
NE,1968,8
NG,1968,21.66
NI,1968,45.28
NL,1968,61.34
NO,1968,62.28
NP,1968,3.88
NZ,1968,80.22
OM,1968,26.74
PA,1968,46.32
PE,1968,55.2
PF,1968,52.46
PG,1968,8.08
PH,1968,32.44
PK,1968,24.28
PL,1968,51.3
PR,1968,55.58
PT,1968,38.04
PW,1968,59.14
PY,1968,36.74
QA,1968,87.92
RO,1968,39.26
RS,1968,-1
RU,1968,60.86
RW,1968,3.04
SA,1968,44.74
SB,1968,8.22
SC,1968,36.7
SD,1968,15.26
SE,1968,79.44
SG,1968,100
SI,1968,35.2
SK,1968,39.46
SL,1968,22.12
SM,1968,57.64
SN,1968,28.56
SO,1968,21.62
SR,1968,46.38
ST,1968,26.42
SV,1968,39.2
SY,1968,41.98
SZ,1968,8.42
TD,1968,10.32
TG,1968,18.78
TH,1968,20.62
TJ,1968,36.22
TL,1968,12.3
TM,1968,47.52
TN,1968,41.98
TO,1968,19.92
TR,1968,36.6
TT,1968,12.86
TZ,1968,7.14
UA,1968,53.12
UG,1968,6.22
US,1968,72.92
UY,1968,81.96
UZ,1968,36.14
VC,1968,24.06
VE,1968,69.94
VI,1968,67.08
VN,1968,17.54
VU,1968,11.9
WS,1968,19.96
YE,1968,12.38
ZA,1968,47.56
ZM,1968,27.6
ZW,1968,16.28
AD,1969,78.24
AE,1969,77.3
AF,1969,10.68
AG,1969,34.36
AL,1969,31.6
AM,1969,59.04
AN,1969,75.3
AO,1969,14.5
AR,1969,78.4
AS,1969,69.98
AT,1969,65.24
AU,1969,84.94
AW,1969,50.62
AZ,1969,49.76
BA,1969,26.32
BB,1969,37.42
BD,1969,7.32
BE,1969,93.66
BF,1969,5.6
BG,1969,51
BH,1969,83.54
BI,1969,2.36
BJ,1969,15.86
BM,1969,100
BN,1969,59.88
BO,1969,39.5
BR,1969,54.7
BS,1969,66.02
BT,1969,5.82
BW,1969,7
BY,1969,42.82
BZ,1969,51.3
CA,1969,75.14
CD,1969,29.46
CF,1969,26.54
CG,1969,38.34
CH,1969,56.76
CI,1969,27.46
CL,1969,74.5
CM,1969,19.62
CN,1969,17.44
CO,1969,54.04
CR,1969,38.2
CU,1969,60.1
CV,1969,19.3
CY,1969,40.28
CZ,1969,63.92
DE,1969,72.24
DJ,1969,60.66
DK,1969,79.16
DM,1969,44.84
DO,1969,39.16
DZ,1969,39.12
EC,1969,38.76
EE,1969,64.18
EG,1969,41.9
ER,1969,12.36
ES,1969,65.06
ET,1969,8.4
FI,1969,49.02
FJ,1969,34.36
FM,1969,24.54
FO,1969,27.52
FR,1969,70.3
GA,1969,30.36
GB,1969,77.24
GD,1969,32.02
GE,1969,46.98
GH,1969,28.42
GL,1969,71.38
GM,1969,18.5
GN,1969,15.4
GQ,1969,26.9
GR,1969,51.5
GT,1969,35.2
GU,1969,60.62
GW,1969,14.94
GY,1969,29.36
HK,1969,87.44
HN,1969,28.26
HR,1969,39.16
HT,1969,19.36
HU,1969,59.68
ID,1969,16.84
IE,1969,51.1
IL,1969,83.54
IM,1969,55.9
IN,1969,19.6
IQ,1969,55.1
IR,1969,40.38
IS,1969,84.46
IT,1969,63.8
JM,1969,40.62
JO,1969,55.66
JP,1969,52.04
KE,1969,9.96
KG,1969,37.18
KH,1969,14.96
KI,1969,23.2
KM,1969,18.92
KN,1969,33.46
KP,1969,52.38
KR,1969,39.04
KW,1969,84.42
KY,1969,100
KZ,1969,49.56
LA,1969,9.34
LB,1969,57.78
LC,1969,23.66
LI,1969,18.7
LK,1969,19.12
LR,1969,25.22
LS,1969,8.14
LT,1969,48.58
LU,1969,73.92
LV,1969,59.92
LY,1969,46.5
MA,1969,33.98
MC,1969,100
MD,1969,31.2
ME,1969,26.04
MG,1969,13.76
MH,1969,51.34
MK,1969,45.76
ML,1969,13.96
MM,1969,22.44
MN,1969,44.5
MO,1969,96.84
MP,1969,67.84
MR,1969,13.7
MT,1969,89.72
MU,1969,41
MV,1969,11.82
MW,1969,5.86
MX,1969,58.18
MY,1969,32.78
MZ,1969,5.56
NA,1969,21.84
NC,1969,49.88
NE,1969,8.4
NG,1969,22.18
NI,1969,46.14
NL,1969,61.52
NO,1969,63.84
NP,1969,3.94
NZ,1969,80.66
OM,1969,28.22
PA,1969,46.96
PE,1969,56.3
PF,1969,53.88
PG,1969,8.94
PH,1969,32.72
PK,1969,24.54
PL,1969,51.7
PR,1969,56.94
PT,1969,38.42
PW,1969,59.42
PY,1969,36.92
QA,1969,88.16
RO,1969,39.78
RS,1969,-1
RU,1969,61.68
RW,1969,3.12
SA,1969,46.72
SB,1969,8.56
SC,1969,37.9
SD,1969,15.88
SE,1969,80.22
SG,1969,100
SI,1969,36.1
SK,1969,40.28
SL,1969,22.76
SM,1969,58.72
SN,1969,29.28
SO,1969,22.16
SR,1969,46.14
ST,1969,27.96
SV,1969,39.3
SY,1969,42.64
SZ,1969,9.06
TD,1969,10.96
TG,1969,20.04
TH,1969,20.76
TJ,1969,36.56
TL,1969,12.6
TM,1969,47.66
TN,1969,42.74
TO,1969,20.06
TR,1969,37.4
TT,1969,12.38
TZ,1969,7.52
UA,1969,53.96
UG,1969,6.46
US,1969,73.26
UY,1969,82.18
UZ,1969,36.42
VC,1969,25.48
VE,1969,70.92
VI,1969,68.34
VN,1969,17.92
VU,1969,12.1
WS,1969,20.18
YE,1969,12.84
ZA,1969,47.68
ZM,1969,29
ZW,1969,16.84
AD,1970,80.2
AE,1970,77.7
AF,1970,11
AG,1970,33.8
AL,1970,31.7
AM,1970,59.9
AN,1970,75.9
AO,1970,15
AR,1970,78.9
AS,1970,70.4
AT,1970,65.3
AU,1970,85.3
AW,1970,50.6
AZ,1970,50
BA,1970,27.2
BB,1970,37.5
BD,1970,7.6
BE,1970,93.8
BF,1970,5.7
BG,1970,52.3
BH,1970,83.8
BI,1970,2.4
BJ,1970,16.7
BM,1970,100
BN,1970,61.7
BO,1970,39.8
BR,1970,55.8
BS,1970,66.7
BT,1970,6.1
BW,1970,7.8
BY,1970,44
BZ,1970,51
CA,1970,75.7
CD,1970,30.3
CF,1970,27.3
CG,1970,39.1
CH,1970,57.4
CI,1970,28.2
CL,1970,75.2
CM,1970,20.3
CN,1970,17.4
CO,1970,54.8
CR,1970,38.8
CU,1970,60.3
CV,1970,19.6
CY,1970,40.8
CZ,1970,64.4
DE,1970,72.3
DJ,1970,61.8
DK,1970,79.7
DM,1970,46.9
DO,1970,40.2
DZ,1970,39.5
EC,1970,39.3
EE,1970,64.9
EG,1970,42.2
ER,1970,12.6
ES,1970,66
ET,1970,8.6
FI,1970,50.3
FJ,1970,34.8
FM,1970,24.8
FO,1970,28
FR,1970,71.1
GA,1970,32
GB,1970,77.1
GD,1970,32.2
GE,1970,47.5
GH,1970,29
GL,1970,72.7
GM,1970,19.5
GN,1970,16
GQ,1970,27
GR,1970,52.5
GT,1970,35.5
GU,1970,61.9
GW,1970,15.1
GY,1970,29.4
HK,1970,87.7
HN,1970,28.9
HR,1970,40.2
HT,1970,19.8
HU,1970,60.1
ID,1970,17.1
IE,1970,51.7
IL,1970,84.2
IM,1970,55.8
IN,1970,19.8
IQ,1970,56.2
IR,1970,41.2
IS,1970,84.9
IT,1970,64.3
JM,1970,41.4
JO,1970,56
JP,1970,53.2
KE,1970,10.3
KG,1970,37.5
KH,1970,16
KI,1970,24.1
KM,1970,19.4
KN,1970,34.1
KP,1970,54.2
KR,1970,40.7
KW,1970,85.7
KY,1970,100
KZ,1970,50.2
LA,1970,9.6
LB,1970,59.5
LC,1970,23.9
LI,1970,18.5
LK,1970,19.5
LR,1970,26
LS,1970,8.6
LT,1970,49.6
LU,1970,74.4
LV,1970,60.7
LY,1970,49.7
MA,1970,34.5
MC,1970,100
MD,1970,32.1
ME,1970,26.9
MG,1970,14.1
MH,1970,53.5
MK,1970,47.1
ML,1970,14.3
MM,1970,22.8
MN,1970,45.1
MO,1970,97
MP,1970,70.1
MR,1970,14.6
MT,1970,89.7
MU,1970,42
MV,1970,11.9
MW,1970,6.1
MX,1970,59
MY,1970,33.5
MZ,1970,5.8
NA,1970,22.3
NC,1970,51.2
NE,1970,8.8
NG,1970,22.7
NI,1970,47
NL,1970,61.7
NO,1970,65.4
NP,1970,4
NZ,1970,81.1
OM,1970,29.7
PA,1970,47.6
PE,1970,57.4
PF,1970,55.3
PG,1970,9.8
PH,1970,33
PK,1970,24.8
PL,1970,52.1
PR,1970,58.3
PT,1970,38.8
PW,1970,59.7
PY,1970,37.1
QA,1970,88.4
RO,1970,40.3
RS,1970,-1
RU,1970,62.5
RW,1970,3.2
SA,1970,48.7
SB,1970,8.9
SC,1970,39.1
SD,1970,16.5
SE,1970,81
SG,1970,100
SI,1970,37
SK,1970,41.1
SL,1970,23.4
SM,1970,59.8
SN,1970,30
SO,1970,22.7
SR,1970,45.9
ST,1970,29.5
SV,1970,39.4
SY,1970,43.3
SZ,1970,9.7
TD,1970,11.6
TG,1970,21.3
TH,1970,20.9
TJ,1970,36.9
TL,1970,12.9
TM,1970,47.8
TN,1970,43.5
TO,1970,20.2
TR,1970,38.2
TT,1970,11.9
TZ,1970,7.9
UA,1970,54.8
UG,1970,6.7
US,1970,73.6
UY,1970,82.4
UZ,1970,36.7
VC,1970,26.9
VE,1970,71.9
VI,1970,69.6
VN,1970,18.3
VU,1970,12.3
WS,1970,20.4
YE,1970,13.3
ZA,1970,47.8
ZM,1970,30.4
ZW,1970,17.4
AD,1971,81.62
AE,1971,78.08
AF,1971,11.46
AG,1971,33.88
AL,1971,31.9
AM,1971,60.64
AN,1971,76.46
AO,1971,15.82
AR,1971,79.32
AS,1971,70.8
AT,1971,65.3
AU,1971,85.42
AW,1971,50.58
AZ,1971,50.38
BA,1971,28.02
BB,1971,37.72
BD,1971,8.04
BE,1971,93.94
BF,1971,5.82
BG,1971,53.36
BH,1971,84.04
BI,1971,2.56
BJ,1971,17.74
BM,1971,100
BN,1971,61.76
BO,1971,40.1
BR,1971,56.98
BS,1971,67.36
BT,1971,6.46
BW,1971,8.62
BY,1971,45.32
BZ,1971,50.84
CA,1971,75.68
CD,1971,30.14
CF,1971,28.24
CG,1971,39.94
CH,1971,57.4
CI,1971,29
CL,1971,75.84
CM,1971,21.7
CN,1971,17.4
CO,1971,55.54
CR,1971,39.3
CU,1971,61.08
CV,1971,19.96
CY,1971,42.1
CZ,1971,65.5
DE,1971,72.36
DJ,1971,62.86
DK,1971,80.18
DM,1971,48.58
DO,1971,41.3
DZ,1971,39.66
EC,1971,39.92
EE,1971,65.44
EG,1971,42.46
ER,1971,12.78
ES,1971,66.72
ET,1971,8.78
FI,1971,51.9
FJ,1971,35.18
FM,1971,25.02
FO,1971,28.46
FR,1971,71.46
GA,1971,34.2
GB,1971,78.22
GD,1971,32.28
GE,1971,47.9
GH,1971,29.22
GL,1971,73.04
GM,1971,20.48
GN,1971,16.7
GQ,1971,27.08
GR,1971,53.06
GT,1971,35.74
GU,1971,66.24
GW,1971,15.28
GY,1971,29.52
HK,1971,88.1
HN,1971,29.54
HR,1971,41.18
HT,1971,19.92
HU,1971,60.52
ID,1971,17.54
IE,1971,52.08
IL,1971,84.68
IM,1971,55.12
IN,1971,20.1
IQ,1971,57.24
IR,1971,42.1
IS,1971,85.26
IT,1971,64.56
JM,1971,41.94
JO,1971,56.34
JP,1971,53.92
KE,1971,10.82
KG,1971,37.64
KH,1971,13.68
KI,1971,25.2
KM,1971,19.76
KN,1971,34.28
KP,1971,54.7
KR,1971,42.16
KW,1971,86.44
KY,1971,100
KZ,1971,50.68
LA,1971,9.9
LB,1971,61
LC,1971,24.16
LI,1971,18.46
LK,1971,19.5
LR,1971,26.88
LS,1971,9.04
LT,1971,50.82
LU,1971,74.98
LV,1971,61.4
LY,1971,52.32
MA,1971,35.14
MC,1971,100
MD,1971,32.92
ME,1971,27.84
MG,1971,14.54
MH,1971,54.92
MK,1971,47.8
ML,1971,14.68
MM,1971,23.02
MN,1971,45.82
MO,1971,97.18
MP,1971,72.2
MR,1971,15.8
MT,1971,89.7
MU,1971,42.28
MV,1971,12.98
MW,1971,6.42
MX,1971,59.76
MY,1971,34.34
MZ,1971,6.38
NA,1971,22.58
NC,1971,52
NE,1971,9.32
NG,1971,23.26
NI,1971,47.34
NL,1971,62
NO,1971,65.96
NP,1971,4.16
NZ,1971,81.44
OM,1971,31.4
PA,1971,47.88
PE,1971,58.22
PF,1971,55.62
PG,1971,10.22
PH,1971,33.52
PK,1971,25.1
PL,1971,52.74
PR,1971,59.2
PT,1971,39.2
PW,1971,59.98
PY,1971,37.48
QA,1971,88.5
RO,1971,40.8
RS,1971,-1
RU,1971,63.38
RW,1971,3.36
SA,1971,50.62
SB,1971,8.94
SC,1971,40.54
SD,1971,16.98
SE,1971,81.34
SG,1971,100
SI,1971,38.08
SK,1971,42.14
SL,1971,24.08
SM,1971,62.14
SN,1971,30.74
SO,1971,23.26
SR,1971,46.62
ST,1971,29.92
SV,1971,39.82
SY,1971,43.66
SZ,1971,10.56
TD,1971,12.4
TG,1971,21.62
TH,1971,21.48
TJ,1971,36.62
TL,1971,13.24
TM,1971,47.76
TN,1971,44.32
TO,1971,20.22
TR,1971,38.88
TT,1971,11.8
TZ,1971,8.54
UA,1971,55.52
UG,1971,6.76
US,1971,73.62
UY,1971,82.6
UZ,1971,37.18
VC,1971,26.92
VE,1971,72.68
VI,1971,70.72
VN,1971,18.4
VU,1971,12.52
WS,1971,20.52
YE,1971,13.6
ZA,1971,47.86
ZM,1971,31.3
ZW,1971,17.9
AD,1972,83.04
AE,1972,78.46
AF,1972,11.92
AG,1972,33.96
AL,1972,32.1
AM,1972,61.38
AN,1972,77.02
AO,1972,16.64
AR,1972,79.74
AS,1972,71.2
AT,1972,65.3
AU,1972,85.54
AW,1972,50.56
AZ,1972,50.76
BA,1972,28.84
BB,1972,37.94
BD,1972,8.48
BE,1972,94.08
BF,1972,5.94
BG,1972,54.42
BH,1972,84.28
BI,1972,2.72
BJ,1972,18.78
BM,1972,100
BN,1972,61.82
BO,1972,40.4
BR,1972,58.16
BS,1972,68.02
BT,1972,6.82
BW,1972,9.44
BY,1972,46.64
BZ,1972,50.68
CA,1972,75.66
CD,1972,29.98
CF,1972,29.18
CG,1972,40.78
CH,1972,57.4
CI,1972,29.8
CL,1972,76.48
CM,1972,23.1
CN,1972,17.4
CO,1972,56.28
CR,1972,39.8
CU,1972,61.86
CV,1972,20.32
CY,1972,43.4
CZ,1972,66.6
DE,1972,72.42
DJ,1972,63.92
DK,1972,80.66
DM,1972,50.26
DO,1972,42.4
DZ,1972,39.82
EC,1972,40.54
EE,1972,65.98
EG,1972,42.72
ER,1972,12.96
ES,1972,67.44
ET,1972,8.96
FI,1972,53.5
FJ,1972,35.56
FM,1972,25.24
FO,1972,28.92
FR,1972,71.82
GA,1972,36.4
GB,1972,79.34
GD,1972,32.36
GE,1972,48.3
GH,1972,29.44
GL,1972,73.38
GM,1972,21.46
GN,1972,17.4
GQ,1972,27.16
GR,1972,53.62
GT,1972,35.98
GU,1972,70.58
GW,1972,15.46
GY,1972,29.64
HK,1972,88.5
HN,1972,30.18
HR,1972,42.16
HT,1972,20.04
HU,1972,60.94
ID,1972,17.98
IE,1972,52.46
IL,1972,85.16
IM,1972,54.44
IN,1972,20.4
IQ,1972,58.28
IR,1972,43
IS,1972,85.62
IT,1972,64.82
JM,1972,42.48
JO,1972,56.68
JP,1972,54.64
KE,1972,11.34
KG,1972,37.78
KH,1972,11.36
KI,1972,26.3
KM,1972,20.12
KN,1972,34.46
KP,1972,55.2
KR,1972,43.62
KW,1972,87.18
KY,1972,100
KZ,1972,51.16
LA,1972,10.2
LB,1972,62.5
LC,1972,24.42
LI,1972,18.42
LK,1972,19.5
LR,1972,27.76
LS,1972,9.48
LT,1972,52.04
LU,1972,75.56
LV,1972,62.1
LY,1972,54.94
MA,1972,35.78
MC,1972,100
MD,1972,33.74
ME,1972,28.78
MG,1972,14.98
MH,1972,56.34
MK,1972,48.5
ML,1972,15.06
MM,1972,23.24
MN,1972,46.54
MO,1972,97.36
MP,1972,74.3
MR,1972,17
MT,1972,89.7
MU,1972,42.56
MV,1972,14.06
MW,1972,6.74
MX,1972,60.52
MY,1972,35.18
MZ,1972,6.96
NA,1972,22.86
NC,1972,52.8
NE,1972,9.84
NG,1972,23.82
NI,1972,47.68
NL,1972,62.3
NO,1972,66.52
NP,1972,4.32
NZ,1972,81.78
OM,1972,33.1
PA,1972,48.16
PE,1972,59.04
PF,1972,55.94
PG,1972,10.64
PH,1972,34.04
PK,1972,25.4
PL,1972,53.38
PR,1972,60.1
PT,1972,39.6
PW,1972,60.26
PY,1972,37.86
QA,1972,88.6
RO,1972,41.3
RS,1972,-1
RU,1972,64.26
RW,1972,3.52
SA,1972,52.54
SB,1972,8.98
SC,1972,41.98
SD,1972,17.46
SE,1972,81.68
SG,1972,100
SI,1972,39.16
SK,1972,43.18
SL,1972,24.76
SM,1972,64.48
SN,1972,31.48
SO,1972,23.82
SR,1972,47.34
ST,1972,30.34
SV,1972,40.24
SY,1972,44.02
SZ,1972,11.42
TD,1972,13.2
TG,1972,21.94
TH,1972,22.06
TJ,1972,36.34
TL,1972,13.58
TM,1972,47.72
TN,1972,45.14
TO,1972,20.24
TR,1972,39.56
TT,1972,11.7
TZ,1972,9.18
UA,1972,56.24
UG,1972,6.82
US,1972,73.64
UY,1972,82.8
UZ,1972,37.66
VC,1972,26.94
VE,1972,73.46
VI,1972,71.84
VN,1972,18.5
VU,1972,12.74
WS,1972,20.64
YE,1972,13.9
ZA,1972,47.92
ZM,1972,32.2
ZW,1972,18.4
AD,1973,84.46
AE,1973,78.84
AF,1973,12.38
AG,1973,34.04
AL,1973,32.3
AM,1973,62.12
AN,1973,77.58
AO,1973,17.46
AR,1973,80.16
AS,1973,71.6
AT,1973,65.3
AU,1973,85.66
AW,1973,50.54
AZ,1973,51.14
BA,1973,29.66
BB,1973,38.16
BD,1973,8.92
BE,1973,94.22
BF,1973,6.06
BG,1973,55.48
BH,1973,84.52
BI,1973,2.88
BJ,1973,19.82
BM,1973,100
BN,1973,61.88
BO,1973,40.7
BR,1973,59.34
BS,1973,68.68
BT,1973,7.18
BW,1973,10.26
BY,1973,47.96
BZ,1973,50.52
CA,1973,75.64
CD,1973,29.82
CF,1973,30.12
CG,1973,41.62
CH,1973,57.4
CI,1973,30.6
CL,1973,77.12
CM,1973,24.5
CN,1973,17.4
CO,1973,57.02
CR,1973,40.3
CU,1973,62.64
CV,1973,20.68
CY,1973,44.7
CZ,1973,67.7
DE,1973,72.48
DJ,1973,64.98
DK,1973,81.14
DM,1973,51.94
DO,1973,43.5
DZ,1973,39.98
EC,1973,41.16
EE,1973,66.52
EG,1973,42.98
ER,1973,13.14
ES,1973,68.16
ET,1973,9.14
FI,1973,55.1
FJ,1973,35.94
FM,1973,25.46
FO,1973,29.38
FR,1973,72.18
GA,1973,38.6
GB,1973,80.46
GD,1973,32.44
GE,1973,48.7
GH,1973,29.66
GL,1973,73.72
GM,1973,22.44
GN,1973,18.1
GQ,1973,27.24
GR,1973,54.18
GT,1973,36.22
GU,1973,74.92
GW,1973,15.64
GY,1973,29.76
HK,1973,88.9
HN,1973,30.82
HR,1973,43.14
HT,1973,20.16
HU,1973,61.36
ID,1973,18.42
IE,1973,52.84
IL,1973,85.64
IM,1973,53.76
IN,1973,20.7
IQ,1973,59.32
IR,1973,43.9
IS,1973,85.98
IT,1973,65.08
JM,1973,43.02
JO,1973,57.02
JP,1973,55.36
KE,1973,11.86
KG,1973,37.92
KH,1973,9.04
KI,1973,27.4
KM,1973,20.48
KN,1973,34.64
KP,1973,55.7
KR,1973,45.08
KW,1973,87.92
KY,1973,100
KZ,1973,51.64
LA,1973,10.5
LB,1973,64
LC,1973,24.68
LI,1973,18.38
LK,1973,19.5
LR,1973,28.64
LS,1973,9.92
LT,1973,53.26
LU,1973,76.14
LV,1973,62.8
LY,1973,57.56
MA,1973,36.42
MC,1973,100
MD,1973,34.56
ME,1973,29.72
MG,1973,15.42
MH,1973,57.76
MK,1973,49.2
ML,1973,15.44
MM,1973,23.46
