id,Year,cases
IR,1967,27.842063
IQ,1967,36.830448
IE,1967,51.492157
IL,1967,41.558456
IT,1967,8.780299
JP,1967,42.888861
JO,1967,47.381952
KZ,1967,11.139147
KE,1967,47.923358
KP,1967,13.007988
KR,1967,37.986661
KW,1967,81.611163
KG,1967,36.536454
LA,1967,62.591509
LB,1967,64.677114
LR,1967,44.094598
LY,1967,41.166159
MG,1967,40.526112
MW,1967,9.858096
MY,1967,13.208126
ML,1967,22.814006
MX,1967,28.664393
MN,1967,53.389947
MA,1967,28.377739
MZ,1967,66.637446
MM,1967,34.294330
NP,1967,32.435367
NL,1967,12.108003
NZ,1967,26.345808
NI,1967,31.245240
NE,1967,32.874204
NG,1967,11.120480
NO,1967,27.117305
PK,1967,20.008697
PA,1967,62.660003
PY,1967,58.996916
PE,1967,38.698901
PH,1967,28.642745
PL,1967,7.664493
PT,1967,50.145357
PR,1967,56.227596
RO,1967,16.593207
RU,1967,8.849923
RW,1967,-1.000000
SA,1967,13.064720
SN,1967,49.787475
RS,1967,-1.000000
SL,1967,31.134631
SG,1967,99.153741
SO,1967,26.513140
ZA,1967,13.737037
ES,1967,15.147375
SD,1967,26.680480
SE,1967,16.638297
CH,1967,19.583489
SY,1967,26.795268
TZ,1967,32.181781
TH,1967,39.757628
TG,1967,48.180764
TN,1967,24.031954
TR,1967,18.958240
UG,1967,52.549138
UA,1967,6.175207
AE,1967,44.519154
GB,1967,18.126962
US,1967,10.817935
UY,1967,59.575818
UZ,1967,32.133560
VE,1967,26.981206
VN,1967,26.401683
YE,1967,13.515217
ZM,1967,20.599763
ZW,1967,47.493245
AF,1968,36.582186
DZ,1968,23.942292
AO,1968,48.328167
AR,1968,42.840297
AM,1968,51.984547
AU,1968,25.139349
AT,1968,33.802867
AZ,1968,49.645237
BD,1968,24.178123
BY,1968,22.832152
BE,1968,17.286561
BJ,1968,35.356829
BO,1968,35.779154
BR,1968,13.660669
BG,1968,20.561577
BF,1968,33.471087
KH,1968,68.654434
CM,1968,20.819487
CA,1968,15.144599
TD,1968,37.128374
CL,1968,36.723668
CN,1968,4.585873
CO,1968,19.677552
CD,1968,17.166282
CG,1968,44.252667
CR,1968,50.438901
CI,1968,34.088211
CU,1968,33.826067
CZ,1968,17.025420
DK,1968,36.038920
DO,1968,36.762608
EC,1968,30.740904
EG,1968,37.303494
SV,1968,32.731533
ET,1968,29.433116
FI,1968,22.422895
FR,1968,23.825577
GE,1968,39.987156
DE,1968,5.820105
GH,1968,24.751789
GR,1968,52.838846
GT,1968,35.278391
GN,1968,55.156212
HT,1968,47.286386
HN,1968,28.362989
HK,1968,101.279085
HU,1968,31.553110
IN,1968,3.193457
ID,1968,19.767959
IR,1968,27.929878
IQ,1968,36.556212
IE,1968,51.235194
IL,1968,41.644871
IT,1968,8.866762
JP,1968,42.920414
JO,1968,46.612211
KZ,1968,11.168529
KE,1968,47.279764
KP,1968,12.814737
KR,1968,38.837748
KW,1968,83.014140
KG,1968,37.479312
LA,1968,62.030162
LB,1968,64.285918
LR,1968,44.027724
LY,1968,40.648851
MG,1968,40.101288
MW,1968,10.653774
MY,1968,12.924158
ML,1968,22.939040
MX,1968,28.966640
MN,1968,53.130420
MA,1968,28.388947
MZ,1968,66.896104
MM,1968,33.631842
NP,1968,31.938763
NL,1968,11.888970
NZ,1968,26.883993
NI,1968,31.644500
NE,1968,33.001476
NG,1968,11.086326
NO,1968,26.479256
PK,1968,20.268956
PA,1968,62.951364
PY,1968,59.265386
PE,1968,38.903111
PH,1968,28.806980
PL,1968,7.626675
PT,1968,50.499915
PR,1968,56.922083
RO,1968,16.659191
RU,1968,8.804909
RW,1968,-1.000000
SA,1968,13.550930
SN,1968,49.474938
RS,1968,-1.000000
SL,1968,31.740533
SG,1968,99.368738
SO,1968,28.503221
ZA,1968,13.727699
ES,1968,15.357241
SD,1968,26.603536
SE,1968,16.405590
CH,1968,19.684488
SY,1968,26.572169
TZ,1968,32.379910
TH,1968,39.798608
TG,1968,45.757835
TN,1968,23.532295
TR,1968,19.313906
UG,1968,53.805053
UA,1968,6.245408
AE,1968,44.577909
GB,1968,17.907571
US,1968,10.809109
UY,1968,59.233861
UZ,1968,32.116863
VE,1968,26.901989
VN,1968,26.224352
YE,1968,13.321936
ZM,1968,21.372700
ZW,1968,46.682103
AF,1969,36.413561
DZ,1969,23.767771
AO,1969,49.294946
AR,1969,42.828041
AM,1969,51.830770
AU,1969,25.051612
AT,1969,33.655486
AZ,1969,49.441953
BD,1969,25.118082
BY,1969,23.193299
BE,1969,17.315042
BJ,1969,35.380876
BO,1969,35.790090
BR,1969,13.934559
BG,1969,20.266382
BF,1969,34.751294
KH,1969,74.236896
CM,1969,21.119867
CA,1969,15.423261
TD,1969,36.708776
CL,1969,36.708086
CN,1969,4.409797
CO,1969,20.014636
CD,1969,17.273468
CG,1969,44.997698
CR,1969,50.536148
CI,1969,35.594049
CU,1969,33.841775
CZ,1969,16.988248
DK,1969,35.630536
DO,1969,36.988105
EC,1969,30.682303
EG,1969,37.235559
SV,1969,33.291040
ET,1969,29.364573
FI,1969,22.114323
FR,1969,23.485065
GE,1969,40.070122
DE,1969,5.764207
GH,1969,24.910382
GR,1969,53.279601
GT,1969,34.791644
GN,1969,58.785894
HT,1969,48.222893
HN,1969,28.541954
HK,1969,100.700168
HU,1969,31.439117
IN,1969,3.224359
ID,1969,19.672413
IR,1969,28.010672
IQ,1969,36.292053
IE,1969,50.986098
IL,1969,41.516268
IT,1969,8.959915
JP,1969,42.232301
JO,1969,46.104805
KZ,1969,11.213303
KE,1969,46.670763
KP,1969,12.781882
KR,1969,39.798778
KW,1969,85.151103
KG,1969,38.503146
LA,1969,61.467256
LB,1969,63.906018
LR,1969,44.036942
LY,1969,40.331354
MG,1969,39.687037
MW,1969,11.517578
MY,1969,12.659106
ML,1969,24.263351
MX,1969,29.270949
MN,1969,52.849942
MA,1969,28.422933
MZ,1969,67.267551
MM,1969,32.974177
NP,1969,31.443111
NL,1969,11.660911
NZ,1969,27.120364
NI,1969,32.050249
NE,1969,33.207969
NG,1969,11.055018
NO,1969,25.887150
PK,1969,20.514477
PA,1969,63.270293
PY,1969,59.563126
PE,1969,39.119051
PH,1969,28.980459
PL,1969,7.616036
PT,1969,51.027307
PR,1969,57.532632
RO,1969,16.857672
RU,1969,8.761372
RW,1969,-1.000000
SA,1969,14.052257
SN,1969,49.176723
RS,1969,-1.000000
SL,1969,32.371890
SG,1969,99.699755
SO,1969,30.749043
ZA,1969,13.715852
ES,1969,15.571516
SD,1969,26.542084
SE,1969,16.161911
CH,1969,19.815903
