id,Year,cases
GH,1964,9.689749
GR,1964,24.152327
GT,1964,12.569621
GN,1964,5.451382
HT,1964,7.564761
HN,1964,7.014970
HK,1964,0.000000
HU,1964,18.415429
IN,1964,7.105561
ID,1964,7.369043
IR,1964,16.925269
IQ,1964,20.544432
IE,1964,24.740328
IL,1964,45.822343
IT,1964,16.861465
JP,1964,35.213679
JO,1964,26.735196
KZ,1964,5.227719
KE,1964,4.149058
KP,1964,6.175627
KR,1964,23.876369
KW,1964,64.787896
LB,1964,32.895139
LR,1964,0.000000
LY,1964,13.615292
MG,1964,5.126163
MY,1964,5.172337
ML,1964,2.798141
MX,1964,24.931703
MA,1964,13.745779
MZ,1964,2.909907
MM,1964,8.783835
NL,1964,15.684629
NZ,1964,19.761199
NI,1964,0.000000
NE,1964,2.168391
NG,1964,5.772545
PK,1964,11.850861
PA,1964,27.091509
PY,1964,20.980515
PE,1964,19.431714
PH,1964,9.776874
PL,1964,3.833693
PT,1964,27.415171
PR,1964,27.745881
RO,1964,5.929677
RU,1964,14.019153
SA,1964,13.465166
SN,1964,13.028059
RS,1964,0.000000
SG,1964,99.714929
SO,1964,4.151239
ZA,1964,24.411154
ES,1964,17.708823
SD,1964,3.473366
SE,1964,12.476687
CH,1964,10.303800
SY,1964,27.739827
TZ,1964,1.913436
TH,1964,7.975323
TG,1964,7.753061
TR,1964,13.103327
UG,1964,2.607428
UA,1964,8.765462
AE,1964,35.828652
GB,1964,30.010226
US,1964,39.335562
UY,1964,49.369758
UZ,1964,11.347278
VE,1964,32.456238
VN,1964,7.272452
YE,1964,1.504476
ZM,1964,4.130301
ZW,1964,7.082972
AF,1965,3.475496
DZ,1965,9.069814
AO,1965,5.723566
AR,1965,39.190134
AM,1965,29.379085
AU,1965,55.639348
AT,1965,22.388987
AZ,1965,24.746524
BD,1965,2.489734
BY,1965,8.350035
BE,1965,16.138516
BO,1965,16.818044
BR,1965,23.301698
BG,1965,9.823375
BF,1965,1.599174
KH,1965,7.099370
CM,1965,5.237573
CA,1965,32.998531
CL,1965,26.511885
CN,1965,8.023288
CO,1965,22.904736
CD,1965,6.619024
CG,1965,14.855691
CR,1965,18.119305
CI,1965,7.336507
CU,1965,20.098816
CZ,1965,10.616718
DK,1965,28.858092
DO,1965,12.736564
EC,1965,19.089920
EG,1965,20.555664
SV,1965,12.152090
ET,1965,2.345459
FI,1965,10.469478
FR,1965,22.413052
GE,1965,17.931999
DE,1965,8.226124
GH,1965,9.904218
GR,1965,24.810339
GT,1965,12.503464
GN,1965,6.038209
HT,1965,7.887687
HN,1965,7.194428
HK,1965,88.679480
HU,1965,18.496169
IN,1965,7.181015
ID,1965,7.436171
IR,1965,17.375808
IQ,1965,21.703504
IE,1965,25.144263
IL,1965,45.552634
IT,1965,17.081676
JP,1965,36.163111
JO,1965,26.531826
KZ,1965,5.256807
KE,1965,4.247382
KP,1965,6.242063
KR,1965,24.718647
KW,1965,64.293631
LB,1965,33.554294
LR,1965,0.000000
LY,1965,14.490116
MG,1965,5.170605
MY,1965,5.164654
ML,1965,2.861194
MX,1965,25.510341
MA,1965,14.011394
MZ,1965,3.061079
MM,1965,8.790243
NL,1965,15.528410
NZ,1965,20.244254
NI,1965,13.019848
NE,1965,2.264331
NG,1965,5.939234
PK,1965,12.089020
PA,1965,27.593391
PY,1965,21.176004
PE,1965,19.913912
PH,1965,9.916837
PL,1965,3.846698
PT,1965,27.815805
PR,1965,28.522128
RO,1965,6.067425
RU,1965,14.131137
SA,1965,14.412257
SN,1965,13.312959
RS,1965,0.000000
SG,1965,99.644674
SO,1965,4.592113
ZA,1965,24.588009
ES,1965,18.179000
SD,1965,3.612176
SE,1965,12.966279
CH,1965,10.487073
SY,1965,28.064963
TZ,1965,1.997056
TH,1965,8.027574
TG,1965,8.047101
TR,1965,13.716617
UG,1965,2.774453
UA,1965,8.925622
AE,1965,34.784719
GB,1965,29.665255
US,1965,39.609784
UY,1965,49.122425
UZ,1965,11.388849
VE,1965,32.833896
VN,1965,7.404935
YE,1965,1.538587
ZM,1965,4.515603
ZW,1965,7.206490
AF,1966,3.583325
DZ,1966,9.200962
AO,1966,6.053882
AR,1966,39.455009
AM,1966,29.622049
AU,1966,55.786859
AT,1966,22.216243
AZ,1966,24.649366
BD,1966,2.662888
BY,1966,8.719822
BE,1966,16.125852
BO,1966,17.083944
BR,1966,23.937102
BG,1966,9.971179
BF,1966,1.676842
KH,1966,7.130438
CM,1966,5.562555
CA,1966,33.582781
CL,1966,26.679670
CN,1966,7.941834
CO,1966,23.430613
CD,1966,6.982693
CG,1966,15.431082
